claim_id,status,scope,statement_source
E993-C3-FOREST-WIDE-EARLIER-EVERY-VERTEX-SR2,REFUTED,"Positive universal every-vertex strengthening with width, negative target and strict crossing; distinct from existential SR2.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-FOREST-WIDE-EARLIER-EVERY-VERTEX-SR2
E993-C3-G1-MATCHING-RESIDUAL-EVERY-VERTEX-SR2,VERIFIED,"Full frozen ordinary G1 guards, original neighborhoods, with the extra matching-forest residual hypothesis displayed. No assertion of applicability or RTree transport.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-G1-MATCHING-RESIDUAL-EVERY-VERTEX-SR2
E993-C3-G1-EVERY-VERTEX-SR2,REFUTED,"All original ambient tree, leaf, degree-two support, original-neighborhood deletions, p=x(T)+1, Gamma<0, width and strict-crossing guards; no extra negative-target premise. This is a new explicit scope derived from the admitted ambient controls, distinct from the forest and existential keys.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-G1-EVERY-VERTEX-SR2
E993-C3-FOURTH-BAND-SIX-EDGE-COMPARATOR-SIGN,REFUTED,Proposed natural six-edge comparator extension to the next band only; not a forest or G1 theorem.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-FOURTH-BAND-SIX-EDGE-COMPARATOR-SIGN
E993-C3-SELECTED-SUBSET-AVERAGE-SR2-BRIDGE,CONDITIONAL,"Every finite simple graph, every integer r, and every nonempty selected vertex subset L; exact integer zero extension.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-SELECTED-SUBSET-AVERAGE-SR2-BRIDGE
E993-C3-G1-TERMINAL-AVERAGE-SLICE,CONDITIONAL,"Full frozen ordinary G1 tuple, original neighborhoods and r=p-2 retained; the two displayed terminal conditions are additional hypotheses; no RTree transport.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-G1-TERMINAL-AVERAGE-SLICE
E993-C3-PADDED-CONNECTOR-LIFT-CERTIFICATE,CONDITIONAL,"Ordinary finite nonempty forests, one root per component, explicit b-g-s-v handle, exactly h additional g-leaves, integer ranks r>=1; implication only; no RTree transport.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-PADDED-CONNECTOR-LIFT-CERTIFICATE
E993-C3-RECOVERY-RESTRICTED-UNBOUNDED-PADDING-RESCUE,OPEN,"Positive universal mechanism claim for the explicit g-leaf padded common-connector family; fixed F,r,R with h unbounded.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-RECOVERY-RESTRICTED-UNBOUNDED-PADDING-RESCUE
E993-C3-THIRD-BAND-CROSSING-EDGE-DELTA-NONINCREASE,REFUTED,Positive universal statement of the raw edge-addition shortcut strengthened by exact third-band order and strict crossing for both graphs.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-THIRD-BAND-CROSSING-EDGE-DELTA-NONINCREASE
E993-C3-ROOT-UNIFORM-PADDING-BOUND,VERIFIED,"Exact g-leaf common-connector construction; threshold uniform in roots, fixed F and rank; all h beyond the explicit threshold; no optimality or moving-rank claim.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-ROOT-UNIFORM-PADDING-BOUND
E993-C3-PADDING-RESCUE-VACUITY-EQUIVALENCE,VERIFIED,"The ORIGINAL positive universal over recovering F,r,R, with arbitrarily large h retaining x(T_h)=r+1. No existence or nonexistence of recovery is asserted.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-PADDING-RESCUE-VACUITY-EQUIVALENCE
E993-C3-AVERAGE-HISTORY-LIFT-WITHOUT-RECOVERY,REFUTED,Separate positive universal with the recovery antecedent deliberately absent; not an alias of the corrected T3 averaged-Gamma theorem.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-AVERAGE-HISTORY-LIFT-WITHOUT-RECOVERY
E993-C3-ROOT-AVERAGE-RECOVERY-LIFT-SUFFICIENT,CONDITIONAL,"All ordinary finite nonempty forests, all h>=0 and integer r>=1; sufficient criterion with explicit uniform-history premise; component-polynomial identity. Recovery x(F)<r and Delta_r(F)>0 is explicitly required for the full-G1 counterexample consequence, but not the identity.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-ROOT-AVERAGE-RECOVERY-LIFT-SUFFICIENT
E993-C3-ROOT-TUPLE-AVERAGED-GAMMA-IDENTITY,VERIFIED,"Exact actual graph construction of III.1; identity without any recovery, Gamma sign or history hypothesis.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-ROOT-TUPLE-AVERAGED-GAMMA-IDENTITY
E993-C3-GRAPH-MATCHING5-THIRD-BAND-SIGN,VERIFIED,Ordinary finite simple graphs; no crossing premise required; actual five-edge spanning clique union.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-GRAPH-MATCHING5-THIRD-BAND-SIGN
E993-C3-G1-PATH-FOREST-RESIDUAL-SLICE,VERIFIED,"Finite ordinary simple trees satisfying every frozen G1 guard, plus the structural hypothesis maxdeg(U)<=2 for the positive sign conclusion. No converse, arbitrary branching-forest result, RTree transport, or formal award.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-G1-PATH-FOREST-RESIDUAL-SLICE
E993-C3-SR2-DIAMETER-SELECTOR,CONDITIONAL,Finite ordinary simple graphs with the displayed factor-one and rooted-channel-diameter premises; no claim that the diameter premise holds universally for forests or G1.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-SR2-DIAMETER-SELECTOR
E993-C3-CB-ARM-EXACT-DELETE-NEIGHBORHOOD,VERIFIED,"Literal ordinary complete arm-tag relation. The neighborhood assertion also holds if all original leaves are allowed as Retag destinations; no favorability or sibling eligibility is inferred from j,k,p.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-CB-ARM-EXACT-DELETE-NEIGHBORHOOD
E993-C3-COMPLETE-TAG-DEFICIENCY-EQUALS-CONTRIBUTION,REFUTED,"Newly tested positive universal equality shortcut, not attributed to the route. Original literal Delete/Retag relation; empty complete tags are included.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-COMPLETE-TAG-DEFICIENCY-EQUALS-CONTRIBUTION
E993-C3-FACTOR1-IMPLIES-ORDINARY-G1,CONDITIONAL,"Logical implication between universal ordinary-G1 statements; all original guards retained, r=p-2>=1; no RTree transport and no proof of the antecedent.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-FACTOR1-IMPLIES-ORDINARY-G1
E993-C3-ALIGN-IMPLIES-SR2-AND-G1,CONDITIONAL,"One-way implication at exact ordinary-G1 scope; no converse, strict separation, prescribed-root assertion, or RTree scope.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-ALIGN-IMPLIES-SR2-AND-G1
E993-C3-DIAMETER-ONLY-SR2-SELECTOR,REFUTED,Positive universal without factor one; false already in wide forests. This assertion was not made by U3.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-DIAMETER-ONLY-SR2-SELECTOR
E993-C3-G1-NECESSARY-COUNTEREXAMPLE-REGION,CONDITIONAL,"Necessary conditions on actual finite ordinary G1 tree tuples only. No existence, sufficiency, RTree transport, or new formal award. The size/rank exclusion retains the inherited informal second-wide dependency.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-G1-NECESSARY-COUNTEREXAMPLE-REGION
E993-C3-FOREST-FOURTH-WIDE-CROSSING-SIGN,VERIFIED,Ordinary finite forests; exact next order only. A failed six-edge comparator and finite seven-edge/random-tree checks do not decide this theorem. || r25 (2026-09-22): see certificate — status moved to VERIFIED at proved_informal on Ashton's explicit ruling; the additive-publication hold recorded earlier is discharged.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-FOREST-FOURTH-WIDE-CROSSING-SIGN
E993-R25-UNR-FOREST-WIDE,OPEN,all finite forests including disconnected ones; ranks r<=(|V(F)|-2)/2 (excess d>=2); proper subclaim of E993-TGT-FOREST — a proof of this claim is a proof of forest weak unimodality below half the order,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-UNR-FOREST-WIDE
E993-R25-MATCHING-BRANCH-UNIFORM-SIGN,OPEN,all finite simple graphs; bare (no crossing hypothesis) unless the instantiation states x(G)<r; d>=0,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-MATCHING-BRANCH-UNIFORM-SIGN
E993-R25-COVER-BRANCH-UNIFORM-PREHISTORY,OPEN,finite forests (graph variants register separately); d>=0,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-COVER-BRANCH-UNIFORM-PREHISTORY
E993-R25-WINDOW-REDUCTION,OPEN,reduction theorem; its value is the exact width m(d)-c(d)-1 of the window and any further shrinkage from the G1 guards,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-WINDOW-REDUCTION
E993-R25-G1-AMBIENT-COUPLING,OPEN,exact ordinary G1 tuples; original neighborhoods; p=x(T)+1,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-G1-AMBIENT-COUPLING
E993-R25-PERFECT-MATCHING-EVEN-EXCESS-SIGN,VERIFIED,"All finite simple graphs WITH a perfect matching; uniform over EVEN excess d only (the hypothesis forces d = 2(m-r)); says nothing about graphs without a perfect matching (not Tier 3a E993-R25-MATCHING-BRANCH-UNIFORM-SIGN); no sharpness claim (the mK_2 sharpness is a comparator fact); no transfer to firstDescent/x(G), forests, residuals, G1 tuples, Tier 1, Tier 2, the diagnostic band, FOREST, TREE, TRANSFER, E993-BETA-AGG or Erdos #993. Claim-identity separation: E993-G1-MATCHING-COMPARATOR-SUFFICIENT is CONDITIONAL in the master registry and is NOT refuted; this theorem is an unconditional statement about actual graphs with a perfect matching and does not instantiate that comparator conditional.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-PERFECT-MATCHING-EVEN-EXCESS-SIGN
E993-R25-FOURTH-BAND-SEVEN-EDGE-MATCHING-SIGN,VERIFIED,"All finite simple graphs of order 2r+5 with a 7-matching; BARE (no crossing hypothesis, no acyclicity, no forest hypothesis); non-strict sign at rank r only; no sharpness claim (E993-C3-FOURTH-BAND-SIX-EDGE-COMPARATOR-SIGN REFUTED fixes m = 6 as the failing boundary and is confirmed, not disturbed); not the Tier 3a schema E993-R25-MATCHING-BRANCH-UNIFORM-SIGN (one band; the (m,d)-uniform closed form is open); no closure of the crossing-conditioned diagnostic band E993-C3-FOREST-FOURTH-WIDE-CROSSING-SIGN; no transfer to firstDescent/x(G), forests, residuals, G1 tuples, Tier 1, Tier 2, FOREST, TREE, TRANSFER, E993-BETA-AGG or Erdos #993; no claim about log-concavity, TRS2 or real-rootedness. Claim-identity separation: E993-G1-MATCHING-COMPARATOR-SUFFICIENT stays CONDITIONAL; the comparator (1+2z)^m(1+z)^(n-2m) is nowhere a proof device here.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-FOURTH-BAND-SEVEN-EDGE-MATCHING-SIGN
E993-R25-COVER-DIAGONAL-D6-SIGN,REFUTED,"Finite forests; d = 6; the strict and the weak consequent both fail at r = 9, 10 (orders 24, 26); Cycle 3 status update: the (6,6) cells r = 6,7,8,11,12 are closed (exhaustive; r = 6,7,8 also parametrisation-free by direct enumeration), so c(6) = 5 exactly stands.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-COVER-DIAGONAL-D6-SIGN
E993-R25-COVER-DIAGONAL-D7-SIGN,REFUTED,"Finite forests; d = 7; refuted for r = 8..33 (orders 23..73); the strict and the weak consequent both fail. Cycle 3 status update (registry status update, not an award): the (7,7) cells at r = 34..70 are CLOSED — the decision is over the cell predicate as control/C2-REFUTATION-WITNESSES.json defines it (the sign of Delta_{r-1}), exhaustive per cell over the complete cover-shape parametrisation conditional on the structure lemma (seat F1, four independent instruments, arithmetic certificate); the extension from Delta_{r-1} to the registered consequent Delta_k > 0 for every k < r at all 45 surviving cells (1,986 rank decisions, zero exceptions) is critic-attributed to C-F1-U; positivity at r >= 71 follows from the registered Catalan dominance Gamma(7,k) > 0 for k >= K(7) = 70. The 73-cell census entering Cycle 4 is 45 closed / 28 refuted / 0 undetermined.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-COVER-DIAGONAL-D7-SIGN
E993-R25-COVER-THRESHOLD-MIN-D-5-FOREST,VERIFIED,"Finite forests only (false for graphs: a 13-vertex graph with tau = 5 has x = 3 < r = 4). Informal theorem: general-tau cover-fiber partition + Catalan dominance for k >= K(tau) (K(1..5) = 0,2,3,4,6) + closure of the small-rank cells. Cycle 5 reconciliation (controller erratum): the finite residue collapses to FIVE cells, all at tau = 5, all at r = k+1, at orders 9, 11, 13, 15, 17 — the order-9 cell (k = 1) is discharged by frozen ENTRY 175 (forest_delta_one_pos); the cell whose cover hypothesis is vacuous is (3,2,11); the reduction is exact, not merely sufficient (E993-R25-BINOMIAL-DIFFERENCE-CATALAN-CEILING). Corrected cell minima of record: min Delta_{r-1} = 39, 56, 56, 43 at orders 11, 13, 15, 17 (and min Delta_1 = 19 at order 9). The honest accounting of the Cycle 5 advance is 11 -> 5 exceptional cells, never '8 -> 5'. The general half's algebra is now DERIVED (E993-R25-BAND-CARRY-STEP-HALL, E993-R25-BINOMIAL-DIFFERENCE-CATALAN-CEILING) and its finite check is critic-derived and adjudicator-verified, NOT the seat's. Acyclicity is load-bearing exactly at the five tau = 5 cells and nowhere else (the 13-vertex general-graph counterexample sits at the identical cell). Not formally verified.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-COVER-THRESHOLD-MIN-D-5-FOREST
E993-R25-MATCHING-CERTIFICATE-POSITIVITY-IFF,VERIFIED,"Pure algebra of the certificate system; the unconstrained relaxation of certificate feasibility (the greedy dual has negative multipliers for d >= 7), so it does NOT by itself prove E993-R25-MATCHING-BRANCH-UNIFORM-SIGN; certificate existence still requires a dual-sign lemma. Critic-attributed (Cycle 2 critic C-U3-T), verified step by step by the U adjudicator.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-MATCHING-CERTIFICATE-POSITIVITY-IFF
E993-R25-CATALAN-GAP-MONOTONE-RATIO,VERIFIED,"A theorem about Catalan integers, uniform in tau with explicit thresholds; NOT a graph theorem, NOT fixed-band, not uniform in d (d absent); never to be packaged as c(d) = min(d,5); no transfer to forests, covers, matchings, Delta_k, x(F), any tier, FOREST, TREE, TRANSFER or Erdos #993. Alias (not dependency): the tau = 4 positivity unfolds to frozen ENTRY 149 Erdos993G1.ThirdWide.catalan_gap_pos.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-CATALAN-GAP-MONOTONE-RATIO
E993-R25-STRATUM-DEPTH-COROLLARY-F,VERIFIED,"Forests; the tau = nu = d+1 stratum; PARAMETERIZED OVER A FINITE d-RANGE d in {2,...,11}, never uniform in d. d <= 11 is a PROVED SHARP ceiling at k = r-2 (Cycle 5): the tau = 12 joint budget is strictly positive at all 37 live ranks r = 7..43 (critic-established C-F2-T, C-F2-U; F-adjudicator-verified) and tau = 13 fails at nine consecutive ranks (E993-R25-STRATUM-COROLLARY-F-D12-REFUTED). Two horizons ride on the sharpness and are on the face: (a) the degree cap — the sweep enumerates profiles with d_c <= 6 while the edge budget permits about 2r+11; stability attained at Dmax = 10, not proved; the provable cap is 2r-2k+2 (= 6 at k = r-2); (b) the r > 600 per-fiber tail carried on E993-R25-CATALAN-DOMINANCE-RANK-R-MINUS-2. x(F) < r is NOT a hypothesis; the finite-census half at d = 5, 6 is deleted (Cycle 4). Corrected Lean feasibility pricing (Cycle 5): 71 non-vacuous layer-1 cells, 195,189 sorted profiles at cap 6, worst cell 6,188; layer 2 1,185 at cap 8; largest kernel Nat 25 digits (C(85,42)) — NOT a responsible single-close Stage 7 contract; its arithmetic spine is the responsible sub-statement.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-STRATUM-DEPTH-COROLLARY-F
E993-R25-CATALAN-DOMINANCE-RANK-R-MINUS-2,VERIFIED,"Forests; tau <= 12; an extension of E993-GRAPH-VERTEX-COVER-DELTA-PARTITION and E993-BINOMIAL-DIFFERENCE-CATALAN-FLOOR to one rank lower, not a new object; tau = 13 never holds (scanned to r = 400).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-CATALAN-DOMINANCE-RANK-R-MINUS-2
E993-R25-FOURTH-BAND-CLOSE-R-LE-260,VERIFIED,"The d = 5 diagnostic band E993-C3-FOREST-FOURTH-WIDE-CROSSING-SIGN for r <= 260 (every forest of order <= 525); open for r >= 261 on exactly Lemma (L)'s three recorded tail repairs (a fourth singular family of D(b,m) at m = -1 located). Composed at the synthesis; grade is the weakest link.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-FOURTH-BAND-CLOSE-R-LE-260
E993-R25-MATCHING-CERTIFICATE-SOUNDNESS,VERIFIED,"Unconditional in (m,d,r); bare (no crossing, no acyclicity); needs the N/Z reconciliation (negative r+j-K occurs exactly where a_j = 0) made explicit by critic C-T2-F.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-MATCHING-CERTIFICATE-SOUNDNESS
E993-R25-MATCHING-BOTTOM-RANK-UNIFORM-SIGN,VERIFIED,"Rank r = d only; order 3d only; uniform in d with no horizon; bare; all finite simple graphs. UNCONDITIONAL since the Cycle 4 close (its sole registered conditionality, the generalised (m,d) incidence lemmas, is discharged: E993-R25-GENERALISED-MD-INCIDENCE). NOT the Tier 3a schema E993-R25-MATCHING-BRANCH-UNIFORM-SIGN; nothing at any rank other than r = d, nothing about d < r < K(d) or r >= K(d); no transfer to firstDescent/x(G), forests, residuals, G1 tuples, Tier 1, Tier 2, the diagnostic band, FOREST, TREE, TRANSFER or Erdos #993; no sharpness claim beyond the recorded comparator fact that m(d)-1 edges fail (fences lifted from the award run's INFORMAL-PROOF.md section 12, as the fidelity reviewer directs, because theorem-contract/v1 has no scope field). The terminal-margin literals 3/(d^2-4) (even d) and 1/(d-1) (odd d) are corroborated only under the reading 'relative slack on the binding a-row'; no definition of record for 'terminal margin' exists, so the literals are dropped from the statement and excluded from any award.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-MATCHING-BOTTOM-RANK-UNIFORM-SIGN
E993-R25-CLAMPED-DUAL-DOMINATION,VERIFIED,"Algebraic dual side only; the existence of a fully nonnegative greedy dual is NOT established beyond bounded evidence (coefficientwise d <= 70 at every t; an index prefix t-uniformly at every d); the seat's Theorem 1 as stated is false outside 3d <= 2m+2 (counterexamples (1,4,2), (3,4,0)).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-CLAMPED-DUAL-DOMINATION
E993-R25-COVER-CELL-DRIFT-CRITERION,VERIFIED,"Hypothesis r > tau is load-bearing (|T| = r reachable when r <= tau); form II is E993-GRAPH-VERTEX-COVER-DELTA-PARTITION at k = r-1 verbatim, form I adds Pascal; not a Lean target.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-COVER-CELL-DRIFT-CRITERION
E993-R25-DRIFT-CEILING,VERIFIED,"A bound on the LIMITING drift, never a finite-rank bound (drift_r is undefined at r <= tau and exceeds drift by Theta(1/r)); closes no cell by itself; carries the Addendum A2 relation; strictness by C-F1-T's irrationality argument.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-DRIFT-CEILING
E993-R25-DRIFT-SUP-TAU-7,VERIFIED,tau = 7 only; strictly stronger than the ceiling at tau = 7 (where it is inconclusive by 2.57e-6); closes F1's knife edge.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-DRIFT-SUP-TAU-7
E993-R25-DISJOINT-UNION-FIRST-DESCENT-LOWER-BOUND,VERIFIED,"All finite simple graphs; two lines from I(G u H) = I(G) I(H) and nonnegativity of coefficients; NOT the fenced convolution closure (no closure property of a sequence class is assumed). Corollary: x(G u K1) >= x(G) (the T4 seat's form, on forests).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-DISJOINT-UNION-FIRST-DESCENT-LOWER-BOUND
E993-R25-DRIFT-PADDING-INVARIANCE,VERIFIED,"Padding invariance ONLY: no near-miss, threshold or Delta_r-proximity claim (drift is provably not a near-miss statistic: forests with equal drift have opposite signs of Delta_r at the same order and rank).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-DRIFT-PADDING-INVARIANCE
E993-R25-SINGLE-HUB-NOT-UNIFORMLY-WORST,REFUTED,"Refutes the uniform single-hub-worst statement at THREE exhaustive cells: (7,7,8), (7,7,9) and (7,7,10) (single-hub minimum -4,320 against the cell minimum -4,333; unconditional); no wording beyond three exhaustive cells.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-SINGLE-HUB-NOT-UNIFORMLY-WORST
E993-R25-MATCHING-ALL-INDEX-DUAL-POSITIVITY,VERIFIED,"Pure algebra of the certificate system on the region 3d <= 2m+2; every j <= m; real t >= 0; no horizon. DISCLOSURE: an extension of the registered j = m reflection-pairing mechanism (E993-R25-MATCHING-CERTIFICATE-POSITIVITY-IFF), not a new mechanism. nu, tau and x(F) < r enter nowhere. Supersedes the 'dual existence is bounded evidence (d <= 70)' wording of the Cycle 4 gate ruling 5 for the nonnegativity half.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-MATCHING-ALL-INDEX-DUAL-POSITIVITY
E993-R25-MATCHING-LARGE-RANK-SIGN,VERIFIED,"All finite simple graphs; bare (x(G) < r not assumed); an instantiation of the OPEN Tier 3a schema E993-R25-MATCHING-BRANCH-UNIFORM-SIGN, which STAYS OPEN (the band d < r < K(d) is not covered). Owned slices, not new: d = 2 (C2 fixed point), d = 4 (E993-C3-GRAPH-MATCHING5-THIRD-BAND-SIGN), d = 5 (E993-R25-FOURTH-BAND-SEVEN-EDGE-MATCHING-SIGN, formally verified); new content d = 3 and every d >= 6. m(d) cannot be lowered on comparators (d = 2..40); K(d) is NOT sharp (the comparator's sign turns d-1 ranks lower). No transfer to Tier 1, Tier 2, forests/G1 tuples, FOREST, TREE, TRANSFER or Erdos #993.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-MATCHING-LARGE-RANK-SIGN
E993-R25-FOREST-DESCENT-ORDER-BOUND-SHARP,VERIFIED,"All finite forests including disconnected ones; every k >= 1; uniform, no horizon. Uses only e(G) <= n-1, the level-one Bonferroni bound and quadratic algebra; nu, tau, d, x(F) < r enter nowhere. Tight at k = 1 only (true maxima 4, 8, 11, 15 at k = 1..4): no tightness wording and no linear ceiling claimed. NOT a no-recovery statement (its contrapositive yields Delta_k >= 0, the opposite sign); no transfer to Tier 1, the K1-addition target, NR1, FOREST, TREE, TRANSFER or Erdos #993; never bundled with the x <= 4 closure. r27 Cycle 1 (2026-09-24): 4k ≤ (k+1)² with equality only at k = 1, so (LB) (E993-R27-FOREST-DESCENT-LINEAR-BOUND, formally_verified) is at least as strong at every k and strictly stronger for k ≠ 1, and covers k = 0 which this award's scope excludes. Both stay registered; this award's formal grade is untouched and its scope note's true maxima 4, 8, 11, 15 are reconfirmed. M(1..3) = 4, 8, 11 are unconditional in the sense of being capped by this award's formal ceilings with a complete census (E993-R27-FOREST-DESCENT-MAXIMA-CENSUS, after second read SR-EXX).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-FOREST-DESCENT-ORDER-BOUND-SHARP
E993-R25-RECOVERY-LOGCONCAVITY-NECESSARY,VERIFIED,"Every finite graph (acyclicity enters at no step); NECESSARY, never sufficient (398 in-window failures exist in one spider family and none is a recovery; every in-window failure found in the multi-arm Kadrawi-Levit-type family sits at tau >= 21).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-RECOVERY-LOGCONCAVITY-NECESSARY
E993-R25-RANK-R-MINUS-2-HALL-INVARIANCE,VERIFIED,"Per-fiber only (the scope word is mandatory): it does NOT govern the joint cross-fiber budget, under which R_joint(tau) = 2 for tau = 3..11 (see E993-R25-STRATUM-DEPTH-COROLLARY-F).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-RANK-R-MINUS-2-HALL-INVARIANCE
E993-R25-PER-FIBER-BUDGET-UPWARD-CLOSURE,VERIFIED,Per-fiber budget; tau = 3..13 computed.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-PER-FIBER-BUDGET-UPWARD-CLOSURE
E993-R25-CERTIFICATE-TAIL-ARGMAX-AND-BOX,VERIFIED,"Holds at (6,6), (7,7), (7,8); consequence: the NCAP = 12 box of the Cycle 3 certificate (which caps the SINGLETON entries, not n_T) is lossless at every census cell, so its 37 (7,7) cells at r = 34..70 stand by argument rather than scan.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-CERTIFICATE-TAIL-ARGMAX-AND-BOX
E993-R25-BD-TAIL-NEGATIVE,VERIFIED,"Binomial integers; no graph content; threshold sharp; the range b <= 2r-1-a (Konig/Hall) is load-bearing (the unranged object is >= 0 on r in [2,33]). Finite residue after the critics' strengthening: r in [6,49]; no registered predecessor in its DAG. ADDENDUM (2026-09-22): the r >= 6 half is formally verified (B-LA1); with the corrected ledger (SR-S2) the band E993-R25-FOURTH-BAND-CLOSE-ALL-R now has THREE formally verified inputs of eight (3, 6, 7), grade unchanged proved_informal. ERRATUM A1-E-c: the r25 synthesis S-U-1 sentence 'M_a(r) <= Cat_(r-1-a) has 19 failures at r <= 14' does not reproduce — 14 failures over r in [1,14], a in [1,6] (13 inside the layer) by the lane-B informal auditor's count across nine enumeration conventions; the mathematical point (the layer is a separate case and necessarily so: node 10 fails at a in {5,6} there and Gamma(6,r-1) < 0 for r = 6..12) stands.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-BD-TAIL-NEGATIVE
E993-R25-GENERALISED-MD-INCIDENCE,VERIFIED,"d <= 2m; j <= K+1 on the re-centring. The informal half is a RE-DERIVATION of material inside E993-R25-MATCHING-CERTIFICATE-SOUNDNESS's proof; the Lean half (12 new declarations, namespace Erdos993G1.UniformMatching) is new and kernel-clean with the permitted axioms.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-GENERALISED-MD-INCIDENCE
E993-R25-FOREST-DELTA2-POS-ORDER-9,VERIFIED,Forests; rank 2 only. ADJACENCY ON ITS FACE: the general-graph analogue E993-GRAPH-COVER3-STRICT-PRE-R-INCREASE is REFUTED (order-9 plateau witness containing a cycle); that refutation does not touch the forest lemma — acyclicity is load-bearing.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-FOREST-DELTA2-POS-ORDER-9
E993-R25-CLAMPED-GREEDY-OPTIMALITY,VERIFIED,"The reduced C1/C2 column system; turns the small-rank band sweep (d in [3,300], r in [d, K(d)-1], 44,700 cells) from a witness search into a decision procedure — still bounded computation.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-CLAMPED-GREEDY-OPTIMALITY
E993-R25-ALIVE-WINDOW,VERIFIED,Elementary; unconditional in d; fixes the small-rank band's upper endpoint at K(d)-1 (the lower endpoint r = d is C-T2-F's cardinality/award account).,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-ALIVE-WINDOW
E993-R25-NR1-DECOMPOSITION,VERIFIED,A reduction in honest conditional form; the two bands are complementary; prices the T-C4-04 residue at exactly one rank of Tier 1.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-NR1-DECOMPOSITION
