cycle,row_id,claim,tier,scope,disposition,provenance,verification_level,dedup_canonical_of,cites_canonical,supersession_chain,correction_note
C5,R23B-C5-T3-04,"The CB(1,2) fixture identities; CB(1,2) and CB(2,3) are GOVERNED-COLD",lean,,"RETAINED — bounded zero used to WITHHOLD a claim, never to support one","ADJ-T slate; synthesis SYNTHESIS.md §2.2; overlap/flags: overlaps F2-04 Governed-coldness merged scope per synthesis §2.3(d): one fact, cross-referenced.",sorry-free lemma,,"merge-scope with R23B-C5-F2-04: Governed-coldness of CB(1,2)/CB(2,3) merged scope per SYNTHESIS.md Sec.2.3(d): one fact, cross-referenced, not duplicated.",,
C5,R23B-C5-T3-05,"indepOn_card — STATED, NOT PROVED; carries sorryAx via the isolated open sub-lemma indepOn_insert_card",lean,,RETAINED as OPEN; the sealed sorry-free literal is FALSE and may not be carried forward,ADJ-T slate; synthesis SYNTHESIS.md §2.2; overlap/flags: clause-1 2nd disjunct,stated-not-proved,,,,
C5,R23B-C5-F1-01,"No counterexample to the five registered C4-T5 identities, at the honest base 21, all rows p − x ∈ {2,3}, 11,902 subset instances; extended by critics to the orders 4–11 census",computation,,"retained_narrowed — BOUNDED ZERO, proves no identity",ADJ-F slate; synthesis SYNTHESIS.md §2.2,exact computation,,,,
C5,R23B-C5-F1-02,"Lemma R's closed forms hold, 0 discrepancies over 1,050 + 14,474 ordered pairs",computation,,"Attributed to CRIT-F1-T, NOT to C5-F1; bounded zero",ADJ-F slate; synthesis SYNTHESIS.md §2.2; overlap/flags: [†],exact computation,,,,
C5,R23B-C5-F1-03,Zero hot tags on any free tree of order ≤ 13 at any governed rank,computation,,retained_narrowed — bounded zero; F1's run-scope claim STRUCK/NARROWED,ADJ-F slate; synthesis SYNTHESIS.md §2.2,exact computation,,,,
C5,R23B-C5-F1-04,The five identities hold unchanged on disjoint-union forests,computation,,"retained_narrowed — INFORMATIONAL ONLY, never a forest-scope theorem; inferential clause STRUCK",ADJ-F slate; synthesis SYNTHESIS.md §2.2,exact computation,,,,
C5,R23B-C5-F2-01,The corrected CB-arm hotness criterion g_arm > 0 ⟺ 2(jk−p+2) > p−1,computation,,"retained, at route-distinctness tier (not N causally independent discoveries)",ADJ-F slate; synthesis SYNTHESIS.md §2.2; overlap/flags: [RI] [CB] Ratio-inequality trio cross-referenced per synthesis §2.3(e); criterion registered once at route-distinctness tier.,exact computation,,"ratio-inequality trio with R23B-C5-F2-02, R23B-C5-T3-02: Corrected ratio inequality: F2-01 is the arithmetic criterion, T3-02 its Lean derivation, F2-02 the controller-owned charter-defect finding. Cross-referenced per SYNTHESIS.md Sec.2.3(e); the criterion is registered once, at route-distinctness tier.",,
C5,R23B-C5-F2-02,"Charter-text defect, CRITICAL at spec tier: the printed 2(jk−p+1) > p−1 is FALSE at the witness",computation,,CONTROLLER-OWNED; never a route fault. CREDIT to C5-F2,ADJ-F slate; synthesis SYNTHESIS.md §2.2; overlap/flags: [C] [RI] Ratio-inequality trio cross-referenced per synthesis §2.3(e); criterion registered once at route-distinctness tier.,exact computation,,"ratio-inequality trio with R23B-C5-F2-01, R23B-C5-T3-02: Corrected ratio inequality: F2-01 is the arithmetic criterion, T3-02 its Lean derivation, F2-02 the controller-owned charter-defect finding. Cross-referenced per SYNTHESIS.md Sec.2.3(e); the criterion is registered once, at route-distinctness tier.",,
C5,R23B-C5-F2-03,r ≥ 1 scope of the CB closed form; FALSE at r = 0 under ℕ-truncation,computation,,retained — binding on any Lean statement of the form,ADJ-F slate; synthesis SYNTHESIS.md §2.2,exact computation,,,,
C5,R23B-C5-F2-04,"CB(1,2) and CB(2,3) are GOVERNED-COLD, with the deficiency half unexercisable on either",computation,,retained,"ADJ-F slate; synthesis SYNTHESIS.md §2.2; overlap/flags: overlaps T3-04 Governed-coldness merged scope per synthesis §2.3(d): one fact, cross-referenced.",exact computation,,"merge-scope with R23B-C5-T3-04: Governed-coldness of CB(1,2)/CB(2,3) merged scope per SYNTHESIS.md Sec.2.3(d): one fact, cross-referenced, not duplicated.",,
C5,R23B-C5-F2-05,Transport scaffolding gap: no abstract-side relation-family object exists; the activity filter is new content,computation,,retained — binding on C5-T2 and the C6 correspondence lane,"ADJ-F slate; synthesis SYNTHESIS.md §2.2; overlap/flags: R-4, R-5",exact computation,,,,
C5,R23B-C5-F2-06,"The CB closed form does not survive disjoint union: 1, 19, 160, 785 vs the chartered 1, 12, 60, 160",computation,,retained; GRADE UPGRADED minor-moderate → MAJOR; computed by CRIT-F2-U,ADJ-F slate; synthesis SYNTHESIS.md §2.2; overlap/flags: [†],exact computation,,,,
C5,R23B-C5-F3-01,"No target-tier event: zero positive S on 54 designed + 14,569 swept governed rows",computation,,retained_narrowed — BOUNDED ZERO; not a step toward universal S ≤ 0,ADJ-F slate; synthesis SYNTHESIS.md §2.2,exact computation,,,,
C5,R23B-C5-F3-02,The control battery at its corrected base: 32/32 passed; 28 genuine + 2 shallow + 2 non-falsifiable,computation,,"retained_narrowed — ""32/32 genuine"" REJECTED; no circularity",ADJ-F slate; synthesis SYNTHESIS.md §2.2,exact computation,,,,
C5,R23B-C5-F3-03,"§6 battery coverage gap — OPEN OBLIGATION carried to C6: order-26 Kadrawi–Levit non-LC trees, the order-243 beta witness, coefficient tails not exercised",computation,,"Route fault, MAJOR; live obligation",ADJ-F slate; synthesis SYNTHESIS.md §2.2; overlap/flags: → C6,exact computation,,,,
C5,R23B-C5-F3-04,"CB(8,92) whole-row reproduction: n = 1567, x = 490, p = 492, 737 favourable, S negative at 351 digits, S = g_arm + 736·g_u exactly",computation,,retained_narrowed; the full comparison was the critics'; NO ORDINAL registered,"ADJ-F slate; synthesis SYNTHESIS.md §2.2; overlap/flags: [CB] REGISTRAR NOTE (control/c5-registrar-gu-receipt.json): digits(g_u)=349 negative, resolved from sealed S (351d) and closed-form g_arm (347d) via S=g_arm+736*g_u exact; U2-01's shipped '350' corrected of record. Canonical CB(8,92) whole-row registration per synthesis §2.3(a); T1-06/U1-06/U2-01 cite, never re-register. NO reproduction ordinal registered (synthesis §2.3(c)).",exact computation,"CB(8,92) whole-row aggregate (canonical registration)",,"CB(8,92) witness evidence (C4-F1-01) -> C5 registrar g_u resolution [members: R23B-C4-F1-01, R23B-C5-F3-04, R23B-C5-U1-06, R23B-C5-U2-01]","REGISTRAR CORRECTION OF RECORD (control/c5-registrar-gu-receipt.json): digits(g_u)=349, negative; the U2-01-shipped figure of 350 is superseded. Duty 18: this correction is carried wherever this consolidation touches the row."
C5,R23B-C5-F3-05,The 54 designed rows advance NO new structure beyond C4; margins −99 … −4 against the witness's +1,computation,,Route fault MAJOR ×2; does NOT carry the structure clause,ADJ-F slate; synthesis SYNTHESIS.md §2.2,exact computation,,,,
C5,R23B-C5-U1-01,"Registry pin re-verified: 80 claims, b57e7990…; no movement, no INTAKE",process,,retained,ADJ-U slate; synthesis SYNTHESIS.md §2.2; overlap/flags: §6,receipt,,,,
C5,R23B-C5-U1-02,"RC-18 draft registry row (E993-R23-TAG-CLOSED-CUT-HALL, REFUTED, order 1567), a fresh row, not a rename",process,,retained_narrowed — REGISTRATION BLOCKED,ADJ-U slate; synthesis SYNTHESIS.md §2.2; overlap/flags: Ashton gate,receipt,,,,
C5,R23B-C5-U1-03,"Reverse-ordering alias census: 3 hits, every owner OPEN; supersedes and REJECTS RC-18 §2",process,,retained,ADJ-U slate; synthesis SYNTHESIS.md §2.2; overlap/flags: [†] Ashton gate,receipt,,,,
C5,R23B-C5-U1-04,"\bW4\b collides with 9 run-internal ledger rows, incl. the C4-fenced R23B-C3-F4-01/-01a and R23B-C4-T5-02; named escalation trigger",process,,retained,ADJ-U slate; synthesis SYNTHESIS.md §2.2; overlap/flags: [†] Ashton gate,receipt,,,"W4 / tag-closed-cut Hall (the TRS2 alias-lesson precedent) [members: R23B-C3-F4-01, R23B-C3-F4-01a, R23B-C4-F1-01, R23B-C4-T5-02, R23B-C5-U1-04]",
C5,R23B-C5-U1-05,"C6 terminal-close input list, staging-only; authority discipline sustained",process,,retained_narrowed — six mandatory repairs before C6 opens,ADJ-U slate; synthesis SYNTHESIS.md §2.2; overlap/flags: → C6,receipt,,,,
C5,R23B-C5-U1-06,"CB(8,92) rebuilt from U1's prose gloss alone, every integer digit-exact",computation,,retained,"ADJ-U slate; synthesis SYNTHESIS.md §2.2; overlap/flags: [CB] REGISTRAR NOTE (control/c5-registrar-gu-receipt.json): digits(g_u)=349 negative, resolved from sealed S (351d) and closed-form g_arm (347d) via S=g_arm+736*g_u exact; U2-01's shipped '350' corrected of record. Substantive novelty registered as 'from the prose gloss alone' — no ordinal (synthesis §2.3(c)).",exact computation,,"cites R23B-C5-F3-04 for CB(8,92) whole-row digits; Whole-row aggregate digit figures (n=1567,x=490,p=492,737 favourable,S 351 digits) registered once at R23B-C5-F3-04 per SYNTHESIS.md Sec.2.3(a); citing rows restate, they do not re-register.","CB(8,92) witness evidence (C4-F1-01) -> C5 registrar g_u resolution [members: R23B-C4-F1-01, R23B-C5-F3-04, R23B-C5-U1-06, R23B-C5-U2-01]","REGISTRAR CORRECTION OF RECORD (control/c5-registrar-gu-receipt.json): digits(g_u)=349, negative; the U2-01-shipped figure of 350 is superseded. Duty 18: this correction is carried wherever this consolidation touches the row."
C5,R23B-C5-U2-01,"CB(8,92) integers re-derived and validated against the actual graph by an edge-list DP that never touches the closed form",computation,,"retained; ""a THIRD route"" label REJECTED","ADJ-U slate; synthesis SYNTHESIS.md §2.2; overlap/flags: [CB] REGISTRAR NOTE (control/c5-registrar-gu-receipt.json): digits(g_u)=349 negative, resolved from sealed S (351d) and closed-form g_arm (347d) via S=g_arm+736*g_u exact; U2-01's shipped '350' corrected of record.",exact computation,,"cites R23B-C5-F3-04 for CB(8,92) whole-row digits; Whole-row aggregate digit figures (n=1567,x=490,p=492,737 favourable,S 351 digits) registered once at R23B-C5-F3-04 per SYNTHESIS.md Sec.2.3(a); citing rows restate, they do not re-register.","CB(8,92) witness evidence (C4-F1-01) -> C5 registrar g_u resolution [members: R23B-C4-F1-01, R23B-C5-F3-04, R23B-C5-U1-06, R23B-C5-U2-01]","REGISTRAR CORRECTION OF RECORD (control/c5-registrar-gu-receipt.json): digits(g_u)=349, negative; the U2-01-shipped figure of 350 is superseded. Duty 18: this correction is carried wherever this consolidation touches the row."
C5,R23B-C5-U2-02,"Order-91 (T22) closed forms, Catalan(33), satellite triple, bridge P − N = S; the arm is the only positive-g tag in the 67-tag table",computation,,retained,ADJ-U slate; synthesis SYNTHESIS.md §2.2,exact computation,,,,
C5,R23B-C5-U2-03,"T16 bridge / full-cut integers (P = 2255, N = 3945, S = −1690, def(F) = −1666)",computation,,values retained; independence certification REJECTED (the CRITICAL),ADJ-U slate; synthesis SYNTHESIS.md §2.2,exact computation,,,,
C5,R23B-C5-U2-04,"Per-family (g, μ, export) tag census over 684 sealed pertag lines, 9 families, 0 identity violations",computation,,"tag columns retained; S-range column retained_narrowed (Broom [−57057, 0]; Path [−16874, −12])",ADJ-U slate; synthesis SYNTHESIS.md §2.2,exact computation,,,,
C5,R23B-C5-U2-05,Hot-tag census: 1 at the 684+order-91 scope; 2 at the scope U2 tabulates,computation,,retained_narrowed — dataset_wide_hot_tag_count = 1 REJECTED at U2's own scope,ADJ-U slate; synthesis SYNTHESIS.md §2.2; overlap/flags: [CB],exact computation,,,,
C5,R23B-C5-U2-06,"König feasibility ledger on the 95 materialized rows / 670 tags, maximality certificates ONLY",computation,,"retained_narrowed (96 → 95; CB(8,92) added to the not-materializable set)",ADJ-U slate; synthesis SYNTHESIS.md §2.2; overlap/flags: [CB],exact computation,,,,
C5,R23B-C5-U2-07,Exclusion discipline: no per-instance u-leaf values invented for the 736 tags,process,,"retained, credited",ADJ-U slate; synthesis SYNTHESIS.md §2.2,receipt,,,,
C5,R23B-C5-U3-01,"Return-level duties 1–13 hygiene audit: D-1…D-6, every one TRUE at the cited lines; 0 SHA mismatches across all eight returns",process,,retained — hygiene tier only,ADJ-U slate; synthesis SYNTHESIS.md §2.2,receipt,,,,
C5,R23B-C5-U3-02,"Claim-status lint at the pin: exit 0, 80 claims, 10 UNREGISTERED_REFUTATION, zero REFUTED_REGRESSED_TO_OPEN; byte-identical to the sealed C4-close receipt",process,,retained — genuinely re-run by both critics,ADJ-U slate; synthesis SYNTHESIS.md §2.2,receipt,,,,
C5,R23B-C5-U3-03,Envelope audit of the C5 stage-3 wave; figure of record 6197 with a mandatory pruned-scope qualifier; no whole-run-root count registered,process,,"retained_narrowed, with three instrument defects disclosed on its face",ADJ-U slate; synthesis SYNTHESIS.md §2.2,receipt,,,,
C5,R23B-C5-U3-04,"Critic stance-lint receipt CONSISTENT (18 ids, both-stances-foreign, 6/6/6)",process,,verdict retained; method claim REJECTED,ADJ-U slate; synthesis SYNTHESIS.md §2.2,receipt,,,,
C5,R23B-C5-U3-05,"Slate-vs-ledger dry-run: 119 existing ids, 0 self-assigned, 0 collisions, 48 projected candidates",process,,"retained, ADVISORY ONLY (class-aware variant yields 54)",ADJ-U slate; synthesis SYNTHESIS.md §2.2; overlap/flags: §2.1,receipt,,,,
C5,R23B-C5-U3-06,Stage-6 instrument advisories (i) do not re-run u3_hygiene_audit.py as-is; (ii) instruments indexing a mutable tree need a stage/scope class,process,,retained — both adopted (§5.6),ADJ-U slate; synthesis SYNTHESIS.md §2.2; overlap/flags: → C6,receipt,,,,
,,,,,,,,,,,
APPENDIX,SUPERSESSION-LINKS,see scratchpad/c6-u2/consolidation-receipt.json for the structured form,,,,,,,,,
APPENDIX,LINK:W4 / tag-closed-cut Hall (the TRS2 alias-lesson precedent),members=R23B-C3-F4-01|R23B-C3-F4-01a|R23B-C4-F1-01|R23B-C4-T5-02|R23B-C5-U1-04,,,,cycles/cycle-4/C4-GATE-RECORD.md Sec.0; cycles/cycle-5/C5-LEDGER.csv row R23B-C5-U1-04; SEMANTIC-CONTRACT.md A2.2,,,,,"C3-F4-01/01a registered W4 SURVIVES at narrow scope (cycle 3). C4-F1-01 REFUTES the universal form at governed scope and is registered under a NEW row id -- C3-F4-01/01a are left UNTOUCHED at their narrower true scope, never renamed or aliased onto the new refutation (C4-GATE-RECORD.md Sec.0, 'the TRS2 alias-lesson precedent'). C4-T5-02 (LEMMA-W4-HOT) moves OPEN->REFUTED off the same witness in the same cycle (REFUTED never regresses). C5-U1-04 later finds all of C3-F4-01/01a and C4-T5-02 sit inside a 9-row \bW4\b alias collision and names it an escalation trigger. Duty 23 / A2.2: this whole chain is the dead branch, refuted-and-closed, never reopened."
APPENDIX,LINK:R23B-C4-T3-01 residual -> R23B-C5-T2-02 state of record,members=R23B-C4-T3-01|R23B-C5-T2-02|R23B-C5-T2-03,,,,"cycles/cycle-5/C5-LEDGER.csv rows R23B-C5-T2-02, R23B-C5-T2-03",,,,,"C4-T3-01 registers the two adequacy lemmas and narrows what [A1.1] discharges. C5-T2-02 is the cycle-5 state-of-record of THAT SAME residual (CLOSED for C both modes and C,P,N realization-side; OPEN for P,N via induce and induce itself); 'residual closed' is explicitly NOT registrable. C5-T2-03 records that the C5-folded Adequacy.lean is NOT a byte-identical carry of the sealed C4-T3 original -- a provenance correction carried across the cycle boundary."
APPENDIX,LINK:R23-C1-RANK2-IDENTITY -> R23-C2-31 (RC-04),members=R23-C1-RANK2-IDENTITY|R23-C2-31,,,,cycles/cycle-1/C1-LEDGER.csv row R23-C1-RANK2-IDENTITY; cycles/cycle-2/C2-LEDGER.csv row R23-C2-31,,,,,"C1's rank-two identity (registered as a sweep-upgraded identity, master-registry proposal only) is carried into C2 as RC-04, proved (not merely swept) with a forest law added, 999,736 labeled-tree-leaf instances, three independent code paths."
APPENDIX,LINK:R23-C1-NUMERIC-CORRECTIONS n=252 figure -> R23-C2-35 (provenance-unresolved),members=R23-C1-NUMERIC-CORRECTIONS|R23-C2-35,,,,cycles/cycle-1/C1-LEDGER.csv row R23-C1-NUMERIC-CORRECTIONS; cycles/cycle-2/C2-LEDGER.csv row R23-C2-35,,,,,"C1's n=252 |P| correction is revisited at C2: the Cayley-sum leg (280,393 not 280,392) is CONFIRMED, but the separate n=252 figure itself is ruled PROVENANCE-UNRESOLVED by exact-arithmetic exclusion (no plain-star or m=252 reading can produce the value)."
APPENDIX,"LINK:CB(8,92) witness evidence (C4-F1-01) -> C5 registrar g_u resolution",members=R23B-C4-F1-01|R23B-C5-F3-04|R23B-C5-U1-06|R23B-C5-U2-01,,,,control/c5-registrar-gu-receipt.json; cycles/cycle-4/C4-LEDGER.csv row R23B-C4-F1-01; cycles/cycle-5/C5-LEDGER.csv rows R23B-C5-F3-04/-U1-06/-U2-01,,,,,"The S=351-digit and g_arm=347-digit figures used by the C5 registrar to resolve the g_u digit-count contradiction (control/c5-registrar-gu-receipt.json) are read from the sealed C4-F1 evidence files (s_row_indep.json, witness-cb-8-92.json). The corrected figure (349, negative) is what F3-04/U1-06/U2-01 carry in C5; U2-01's shipped 350 is corrected of record. This is a cross-cycle evidentiary dependency, not merely an intra-C5 fix."
,,,,,,,,,,,
C6,=== C6 SLATE: TO-APPEND BLOCK ===,RESERVED for the stage-6 registrar. This route seat (C6-U2) mints no C6 row and drops none; the C6 slate is minted by the adjudicated C6 route/critic/adjudicator wave and installed here ONLY by the stage-6 registrar at the terminal gate. Do not populate above this line from any route seat's own authority.,,,,,,,,,
C6,R23B-C6-F1-01,"§6 battery obligation **R23B-C5-F3-03 DISCHARGED/CLOSED**: order-26 KL non-LC witness (TRS2 REFUTED at order 26, sole failing rank 13, deficit 378, digit-exact vs sealed fixture by two independent evaluators), order-243 T60 β witness (literal 243-vertex graph, favorable 181), coefficient tails; 179/179 genuine, 5/5 mutations fired; duty-14/15/16 compliant.",computation,,retained,ADJ-F C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-F1-02,"order-91 S(T,34)=−498754180547001418536 and order-243 T60 S(T,90)=−1058142362147652597702654588268394677176033202323316960380 re-confirmed on-row, both values in-artifact — **BOUNDED ZEROS (S<0), evidence of nothing, not a step toward universal S≤0**; no target-tier event.",computation,,retained,ADJ-F C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-F1-03,"rank-two filter control: P30(v=0,s=1) deg 2 coincidence (old=corrected=351=true i_2) vs K13 deg 3 divergence (old=0 ≠ corrected=1=true i_2), per SEMANTIC-CONTRACT A1.2 — corrected rank-two formula confirmed.",computation,,retained,ADJ-F C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-F2-01,"terminal-deliverables adversarial audit: **no CRITICAL/MAJOR** on either U1/U2 set; all **eight** §9 items present or honestly STAGED-CITED (controller ""ten"" = clerical); six U1-05 repairs executed; RC-18 correct (claim_key, restored fingerprint, 0-fwd/3-rev census all-OPEN, disclosed 9-row W4 collision + escalation trigger, ""NOT registrable as drafted""); handoff carries no fence/ceiling/O14 leakage; final-status trichotomy honest. F2×U1 CONFIRMED de novo.",audit,,retained,ADJ-F C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-F2-02,"route-fault (process, self-disclosed, non-mathematical): F2 shipped no packaged duty-14/15 instrument / no REFUSE path — MINOR; all findings reproduced under compliant critic instruments (no false clean); + two MINOR narrative nits (COUNTEREXOTIC scope; line-accounting).",process,,retained,ADJ-F C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-F3-01,"single reproducible entry point (§9 item 2), `replay_all.py`: duty-14/15 compliant (root only from R23_RUN_ROOT; --root/--out required; 6 REFUSE paths exit 2, nothing written); 45/45 vs sealed pins; planted mutation fires; **non-circularity PROVEN** (one-pin tamper→red 44/45 exit 1); reproduced byte-identical by two critics. **Recommend gate installs frozen copy as `control/replay_all.py`.**",instrument,,retained,ADJ-F C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-F3-02,"CB(8,92) whole-row terminal re-confirmation via replay + independent instrument: S 351 digits, g_arm 347 (comb closed form AND BRIDGE-1 DP), g_u 349 negative (S = g_arm + 736·g_u exact), at registrar figures of record (duty 22).",computation/receipt,,retained,ADJ-F C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,"R23B-C5-F3-04 (CB(8,92) canonical)",,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-F3-03,"route-fault (nit): `replay_all.py` docstring ""both"" refusal paths vs six demonstrated — MINOR, demonstration exceeds prose, nothing overstated.",process,,retained,ADJ-F C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-T1-01,"`THM_R23_B_bridge1_abstract`,",lean/structural,,retained,ADJ-T C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-T1-02,`RelationTransport.lean` is **load-bearing**,lean/structural,,retained,ADJ-T C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-T2-01,"R-3(a) — `P_eq_image_induce_P`,",lean/structural,,retained,ADJ-T C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-T2-02,R-3(b) — `induce_ofSimpleGraph` PROVED,lean/structural,,retained_narrowed,ADJ-T C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-T2-03,R-4 — `indepSetsOn_filter_ofSimpleGraph_image`,lean/structural,,retained,ADJ-T C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-T2-04,"R-5 — `SG.P`, `SG.N`, `SG.DeleteEdge`,",lean/structural,,retained,ADJ-T C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-T2-05,,process/incident,,"incident rows, major/major/minor — see §4",ADJ-T C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,"registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration | registrar tier correction 2026-09-17: incident rows (T2 seal overwrite / lake clean / D-2), not lean content"
C6,R23B-C6-T2-06,,process/incident,,"incident rows, major/major/minor — see §4",ADJ-T C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,"registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration | registrar tier correction 2026-09-17: incident rows (T2 seal overwrite / lake clean / D-2), not lean content"
C6,R23B-C6-T2-07,,process/incident,,"incident rows, major/major/minor — see §4",ADJ-T C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,"registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration | registrar tier correction 2026-09-17: incident rows (T2 seal overwrite / lake clean / D-2), not lean content"
C6,R23B-C6-T3-01,one consolidated terminal Lean project builds at,lean/structural,,retained,ADJ-T C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-T3-02,the §9-item-4 **honest 18-row fidelity-label,lean/structural,,retained,ADJ-T C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-T3-03,"kernel-`decide` restatement of CB(1,2)",lean/structural,,retained,ADJ-T C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-T3-04,the two duty-18 literals corrected of record —,lean/structural,,retained,ADJ-T C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-T3-05,the disclosed R23-namespace collision,lean/structural,,terminal-record note,ADJ-T C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,,,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
C6,R23B-C6-U1-01,"Six R23B-C5-U1-05 repairs executed (entry-point cite; §9-item-3 controls both witness rows; unresolved-correspondence-debt verbatim restore; fidelity table; witness-count 3+CB(8,92) fix; COUNTEREXAMPLE/§7 fixes)",process,,retained,ADJ-U C6 stage-5 (STAGE5-SEAL-C6 f3dbbf52); statement authoritative in the sealed adjudication,,,"R23B-C5-F3-04 (CB(8,92) canonical)",,registrar terminal gate: minted from the sealed C6 adjudications; synthesis reconciled count 40 (T14/F8/U18); controller extraction-miss on compressed T2-05/-06/-07 caught at registration
