id,status,evidence_grade,formal_award,canonical_statement,canonical_scope,surviving_premises_json,evidence_refs_json,source_occurrence_count
E993-ORDINARY-G1-THIRD-WIDE-SLICE,VERIFIED,formally_verified,True,"For every full ordinary G1 tuple, the additional equality |U|=2p implies Delta_(p-2)(U)<=0.","A finite ordinary tree T with distinct leaf v, degree-two support s, other neighbor g; A=T-{v,s}, H=A-g, U=A-N_A[g]=T-(N_T[v] union N_T[g]); p=x(T)+1>=3, r=p-2, Gamma=Delta_p(A)+Delta_(p-1)(H)<0, |U|>2p-3=2r+1, and x(U)<r. This is the specialization |U|=2p=2r+4.",[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}, {""path"": ""runs/lean-2026-09-20-c3/VERIFICATION-REPORT.json"", ""sha256"": ""3f945529c506812fd523e6dbbe104fd952dc87c300ec010b8195292d22017ec0""}, {""path"": ""runs/lean-2026-09-20-c3/LeanProject/LeanProof/Main.lean"", ""sha256"": ""aa517ebc678c552e4533ddd4c37e8b57bc3db0d58cdc91ef08f4e94c9fda1ca4""}, {""path"": ""runs/lean-2026-09-20-c3/THEOREM-CONTRACT.yaml"", ""sha256"": ""4bc0bea5fa8e1e22e4c5ae16de395f66c4a8671ccd75483ca611a433827ec5df""}]",2
E993-FOREST-FIVE-EDGE-THIRD-BAND-COMPARATOR,VERIFIED,independently_adjudicated_informal_proof_no_formal_award,False,"For every natural r>=3, let H=5K2 disjoint union (2r-6)K1 and s=r-3. Then Delta_r(H)=-3*C(2s,s)*s*(27s^2+99s+34)/((s+1)*(s+2)*(s+3)*(s+4))<=0, with equality at r=3 and strict negativity for r>3.",Exact spanning matching comparator in order 2r+4; no sign conclusion for an arbitrary residual without the normalized comparison.,[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",2
E993-FOREST-COVER4-THIRD-BAND-PRE-R-INCREASE,VERIFIED,independently_adjudicated_informal_proof_no_formal_award,False,"For every finite ordinary forest F and natural r>=1, if |V(F)|=2r+4 and vertex-cover number(F)<=4, then Delta_k(F)>0 for every natural k<r; hence x(F)>=r.",Forest cover-four branch only; strict positivity is asserted here. Do not import the refuted all-graph cover-three strictness at order 2r+3 or extend this statement to all graphs.,[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",2
E993-GRAPH-VERTEX-COVER-DELTA-PARTITION,VERIFIED,independently_adjudicated_informal_proof_no_formal_award,False,"For every finite simple graph F, every designated vertex cover C, its independent complement B, and every integer k, Delta_k(F)=sum over independent S subset C of [C(|B|-|N_F(S) intersect B|,k-|S|+1)-C(|B|-|N_F(S) intersect B|,k-|S|)].",Counts are zero outside natural supported ranks. The set S must be independent in F[C]; neighborhood overlaps are preserved exactly.,[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",2
E993-BINOMIAL-DIFFERENCE-CATALAN-FLOOR,VERIFIED,independently_adjudicated_informal_proof_no_formal_award,False,"For every natural m and j>=0, C(m,j+1)-C(m,j)>=-Cat_j, where Cat_j=C(2j,j)/(j+1). At integer j=-1 the difference is 1; at j<=-2 it is 0 under integer zero extension.",Arithmetic auxiliary; independent of any graph or G1 hypothesis.,[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",2
E993-CATALAN-COVER4-PRE-R-INEQUALITY,VERIFIED,independently_adjudicated_informal_proof_no_formal_award,False,"For every natural k>=4, Cat_(k+1)-4Cat_(k-1)-6Cat_(k-2)-4Cat_(k-3)-Cat_(k-4)>0.",Arithmetic auxiliary for the cover-four branch only.,[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",2
E993-G1-RANK-SCALED-MARGIN-FACTOR2,REFUTED,explicit_exact_finite_ordinary_G1_counterexample_to_strengthening,False,"For every full ordinary G1 tuple with a_r=i_r(U)>0, (r+1)*(-Delta_r(U))>=2*a_r.","A finite ordinary tree T with distinct leaf v, degree-two support s, other neighbor g; A=T-{v,s}, H=A-g, U=A-N_A[g]=T-(N_T[v] union N_T[g]); p=x(T)+1>=3, r=p-2, Gamma=Delta_p(A)+Delta_(p-1)(H)<0, |U|>2p-3=2r+1, and x(U)<r. Positive denominator a_r is explicit.",[],[],8
E993-C3-T121-FACTOR2-MARGIN-WITNESS,VERIFIED,exact_finite_source_adjudicated_no_formal_award,False,"The explicitly specified 121-vertex tree and marked leaf give residual order 117, p=47, r=45, x(U)=44, Gamma=-798798925103886414648722890, Delta_45(U)=-128536558546094824844656572 and rho=492723474426696828571183526/247593883765912725204376259, strictly between 1 and 2.",One finite full ordinary G1 tuple. The positive assertion that this witness exists is separate from the false universal margin key.,[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",2
E993-G1-RANK-SCALED-MARGIN-FACTOR1,OPEN,controller_proof_proposal_pending_independent_C3_review,False,"For every full ordinary G1 tuple with a_r=i_r(U)>0, (r+1)*(-Delta_r(U))>=a_r.","A finite ordinary tree T with distinct leaf v, degree-two support s, other neighbor g; A=T-{v,s}, H=A-g, U=A-N_A[g]=T-(N_T[v] union N_T[g]); p=x(T)+1>=3, r=p-2, Gamma=Delta_p(A)+Delta_(p-1)(H)<0, |U|>2p-3=2r+1, and x(U)<r. This is a rank-dependent lower bound on the unscaled relative gap, with factor 1/(r+1).",[],[],3
E993-GRAPH-SR2-EXACT-AVERAGE-IDENTITIES,VERIFIED,independently_adjudicated_informal_proof_no_formal_award,False,"For every finite simple graph F with n vertices, every integer j and every integer r, put a_j=i_j(F), D=Delta_r(F), A_v=Delta_r(F-v), B_v=Delta_(r-1)(F-N_F[v]). Then A_v+B_v=D for every v; sum_v i_j(F-v)=(n-j)*a_j; sum_v i_(j-1)(F-N_F[v])=j*a_j; sum_v A_v=(n-r-1)*D-a_r; sum_v B_v=(r+1)*D+a_r.","All integer ranks, including zero, negative ranks and support endpoints; i_j=0 outside natural supported ranks. Empty vertex sums are allowed. No vertex-existence consequence is included.",[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",3
E993-GRAPH-SR2-INTERVAL-CHARACTERIZATION,VERIFIED,independently_adjudicated_informal_proof_no_formal_award,False,"For every finite simple graph F and integer r, with D,A_v,B_v as in the SR2 identities, each vertex v satisfies (A_v<=0 and B_v<=0) iff D<=B_v<=0. Consequently there exists a joint certifying vertex iff there exists v in V(F) with D<=B_v<=0.","An exact equivalence of predicates, not a theorem asserting either predicate always holds.",[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",5
E993-GRAPH-SR2-MARGINAL-SUM-BOUNDS,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,"For every finite simple graph F and natural r>=0, if D=Delta_r(F)<0, a_r>0, n>=r+1, and (r+1)*(-D)>=a_r, then sum_v B_v<=0 and sum_v A_v<0.",Conditional sum bounds only; n>=r+1 ensures a nonempty graph in this statement. No common vertex is asserted.,"[""For every finite simple graph F and natural r>=0, if D=Delta_r(F)<0, a_r>0, n>=r+1, and (r+1)*(-D)>=a_r, then sum_v B_v<=0 and sum_v A_v<0."", ""Conditional sum bounds only; n>=r+1 ensures a nonempty graph in this statement. No common vertex is asserted.""]","[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",3
E993-SCALAR-SR2-NEGATIVE-SUMS-IMPLY-JOINT-SIGN,REFUTED,explicit_exact_finite_scalar_certificate,False,"For every nonempty finite scalar list of pairs (A_v,B_v) with common A_v+B_v=D<0, if sum A_v<0 and sum B_v<0, then some v has A_v<=0 and B_v<=0.",Pure scalar arrays. No graph-realizability assertion.,[],[],7
E993-FOREST-NONPOSITIVE-TARGET-IMPLIES-SR2,REFUTED,explicit_exact_finite_actual_forest_certificate,False,"For every finite ordinary forest F and every natural r>=0, Delta_r(F)<=0 implies the existence of v with Delta_r(F-v)<=0 and Delta_(r-1)(F-N_F[v])<=0.","No earlier-descent, wide-size, ambient-tree or Gamma guard. Rank zero included.",[],[],1
E993-FOREST-POSITIVE-RANK-NONPOSITIVE-TARGET-IMPLIES-SR2,REFUTED,explicit_exact_finite_actual_forest_certificate,False,"For every finite ordinary forest F and every natural r>=1, Delta_r(F)<=0 implies the existence of v with Delta_r(F-v)<=0 and Delta_(r-1)(F-N_F[v])<=0.","No earlier-descent, wide-size, ambient-tree or Gamma guard. Positive ranks only.",[],[],1
E993-GRAPH-NONPOSITIVE-TARGET-IMPLIES-SR2,REFUTED,explicit_exact_finite_actual_forest_certificate,False,"For every finite simple graph F and every natural r>=0, Delta_r(F)<=0 implies the existence of v with Delta_r(F-v)<=0 and Delta_(r-1)(F-N_F[v])<=0.","No earlier-descent, wide-size, ambient-tree or Gamma guard. Rank zero included.",[],[],1
E993-C3-SR2-SINGLETON-BOUNDARY-WITNESS,VERIFIED,exact_finite_source_adjudicated_no_formal_award,False,"For F=K1 and r=0, I(F)=[1,1], D=0, and its sole vertex has A=-1 and B=1, so there is no joint certificate.",One finite forest at the integer-zero-extension boundary.,[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",3
E993-FOREST-ODD-EDGELESS-SR2-OBSTRUCTION-FAMILY,VERIFIED,independently_adjudicated_informal_proof_no_formal_award,False,"For every natural r>=1, F_r=(2r+1)K1 has Delta_r(F_r)=0, x(F_r)=r+1, and for every vertex B_v=C(2r,r)/(r+1)>0 and A_v=-B_v; hence no joint certificate exists.","Explicit unbounded actual-forest family, failing both x(F)<r and n>2r+1.",[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",2
E993-FOREST-NEGATIVE-TARGET-IMPLIES-SR2,REFUTED,explicit_exact_finite_actual_forest_certificate,False,"For every finite ordinary forest F and natural r>=1, Delta_r(F)<0 imply the existence of v with Delta_r(F-v)<=0 and Delta_(r-1)(F-N_F[v])<=0.",No strict earlier-descent or ambient G1 guard. No size restriction.,[],[],3
E993-FOREST-WIDE-NEGATIVE-TARGET-IMPLIES-SR2,REFUTED,explicit_exact_finite_actual_forest_certificate,False,"For every finite ordinary forest F and natural r>=1, |V(F)|>2r+1 and Delta_r(F)<0 imply the existence of v with Delta_r(F-v)<=0 and Delta_(r-1)(F-N_F[v])<=0.",No strict earlier-descent or ambient G1 guard. Wide-size guard retained.,[],[],3
E993-GRAPH-NEGATIVE-TARGET-IMPLIES-SR2,REFUTED,explicit_exact_finite_actual_forest_certificate,False,"For every finite simple graph F and natural r>=1, Delta_r(F)<0 imply the existence of v with Delta_r(F-v)<=0 and Delta_(r-1)(F-N_F[v])<=0.",No strict earlier-descent or ambient G1 guard. No size restriction.,[],[],1
E993-C3-SR2-SIX-VERTEX-FAILURE-WITNESS,VERIFIED,exact_finite_source_adjudicated_no_formal_award,False,"For F=2K2 disjoint union 2K1 and r=2, I(F)=[1,6,13,12,4], x(F)=2, D=-1, all four endpoints have (A,B)=(-2,1) and both isolates have (A,B)=(-4,3); hence no joint vertex exists despite n=2r+2.","One finite forest, not an ambient G1 tuple.",[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",3
E993-FOREST-TWO-EDGE-STRICT-SR2-OBSTRUCTION-FAMILY,VERIFIED,independently_adjudicated_informal_proof_no_formal_award,False,"For every natural r>=2, let F_r=2K2 disjoint union (2r-2)K1 and M=C(2r-2,r-1). Then |F_r|=2r+2, I=(1+2z)^2*(1+z)^(2r-2), i_r=M*(9r-5)/r, Delta_r=-3*M*(r-1)/(r*(r+1))<0, x(F_r)=r; B_v=M/r for endpoints and 3*M/r for isolates, A_v=Delta_r-B_v<0, so no joint vertex exists and rho=3*(r-1)/(9r-5)<1/3.",Explicit unbounded ordinary-forest family. Every member satisfies the wide size guard and fails the strict earlier-descent guard.,[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",4
E993-FOREST-EARLIER-DESCENT-NEGATIVE-TARGET-IMPLIES-SR2,OPEN,controller_proof_proposal_pending_independent_C3_review,False,"For every finite ordinary forest F and natural r>=1, x(F)<r and Delta_r(F)<0 imply the existence of v with Delta_r(F-v)<=0 and Delta_(r-1)(F-N_F[v])<=0.","The earlier-descent strengthening explicitly mentioned by the correction, without adding an unstated ambient or size guard. Any further width-restricted variant must receive a separate statement.",[],[],3
E993-ORDINARY-DEG2-SIBLING-G1-COEFFICIENT-IDENTIFICATION,VERIFIED,independently_adjudicated_informal_proof_no_formal_award,False,"For every finite ordinary tree T, original leaf v whose support s has degree two with other neighbor g, and every integer p, define A=T-{v,s}, H=A-g, U=A-N_A[g]=T-(N_T[v] union N_T[g]). Then I(T-v)=I(A)+z*I(H), I(A)=I(H)+z*I(U), a_v(T,p)=Delta_p(T-v)=Delta_p(A)+Delta_(p-1)(H)=Gamma, and b_v(T,p)-B_s(T,p)=Delta_(p-1)(A)-Delta_(p-1)(H)=Delta_(p-2)(U).","Structural equalities at all integer ranks; no numerical eligibility is required. a,b,B use the r23 original-leaf definitions; B_s(T,p)=Delta_(p-1)(T-N_T[s]) and T-N_T[s]=H. Neighborhoods are those of the indicated original graph, with integer zero extension.",[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",1
E993-C3-CB8-92-ORDINARY-RANK-SCOPE-CERTIFICATE,VERIFIED,exact_finite_source_adjudicated_no_formal_award,False,"The specified ordinary CB(8,92) tree has n=1567, x(T)=490 and two original-leaf orbits of multiplicities 1 and 736. At p=492 all 737 leaves are favorable, the arm contribution is positive with zero Retag export and a deficient tag-closed arm cut, while the complete aggregate is negative. At G1 rank p=491, r=489, the arm residual has x=491 and the repeated-arm residual has x=489, so neither orbit is a full-G1 tuple.",One exact ordinary graph at two distinct ranks; no RTree transport and no universal aggregate or G1 verdict.,[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",1
E993-R23-TAG-CLOSED-CUT-HALL,REFUTED,imported_terminal_refutation_with_explicit_exact_ordinary_graph_certificate,False,"For every eligible finite ordinary tree T and natural p>=x(T)+2 in the r23 literal contract, and every subset G of its favorable original leaves, the tag-closed cut X=disjoint union over v in G of ({v} times C_p(v)) satisfies |X|<=|Gamma_Delete/Retag(X)|.","Ordinary r23 Horn-B object only. C_p(v) consists of independent p-subsets of T-{v,s_v} meeting N_T(s_v)-{v}. Tags are original leaves. G may be empty. This is not all-cut Hall, Delete-only Hall, complete-demand aggregate, or a governed-RTree theorem.",[],[],1
E993-R23-LITERAL-DELETE-ONLY-HALL,REFUTED,existing_exact_ordinary_Hall_witness_plus_neighborhood_inclusion,False,"For every finite ordinary tree T, natural p>=x(T)+2 under the r23 literal contract, and every X subset of the complete tagged top side P, |X|<=|Gamma_Delete(X)|.",Literal ordinary-tree universal Delete-only Hall. Restricted deletion faces remain separate.,[],[],1
E993-R23-HOT-TAG-SINGLETON-HALL,REFUTED,explicit_exact_finite_ordinary_graph_certificate,False,"For every eligible finite ordinary r23 tree/rank pair with n>=3, and every favorable original leaf v with g_v>0, the complete singleton-tag cut X={v} times C_p(v) satisfies |X|<=|Gamma_Delete/Retag(X)|.","Every hot tag, at p>=x(T)+2. Narrower cut family than arbitrary tag-closed cuts; nevertheless refuted by the same eligible arm cut.",[],[],1
E993-R23-ZERO-RETAG-EXPORT-IMPLIES-NONPOSITIVE-TAG,REFUTED,explicit_exact_finite_ordinary_graph_certificate,False,"For every eligible finite ordinary r23 tree/rank pair and favorable original leaf v, if no literal Retag edge from the complete active top tag of v reaches another active tag, then g_v=b_v-B_s<=0.","The zero-export shortcut; the source's stated hub/depth-three degree-two-chain class is also refuted by CB(8,92), since it imposes no adequate disjoint-edge-count bound.",[],[],1
E993-R23-RANK1-FAVORABLE-EMPTY,REFUTED,explicit_exact_finite_boundary_certificate,False,"For every finite ordinary tree T, the set of favorable original leaves {v:Delta_1(T-v)<0} is empty.","Unrestricted p=1 boundary statement, outside the governed p>=x(T)+2 floor.",[],[],0
E993-FOREST-FIRST-DESCENT-DISJOINT-UNION-UPPER-ADDITIVITY,REFUTED,explicit_exact_finite_polynomial_certificate,False,"For every pair of finite ordinary forests F1,F2, x(F1 disjoint union F2)<=x(F1)+x(F2).",Upper first-descent additivity only; neither a lower-bound claim nor forest nonunimodality.,[],[],0
E993-R23-ORDINARY-FAVORABLE-LEAF-AGGREGATE,OPEN,imported_terminal_open_target_no_premise_admission,False,"For every finite ordinary tree T and every natural p>=x(T)+2, sum over all favorable ORIGINAL leaves v, defined by Delta_p(T-v)<0, of [Delta_(p-1)(T-{v,s_v})-Delta_(p-1)(T-N_T[s_v])]<=0.",Literal ordinary-tree aggregate. Each original leaf is a distinct tag even when supports coincide; higher-degree supports are included; the empty favorable set has sum zero.,[],[],1
E993-FOREST-EDGE-ADDITION-DELTA-NONINCREASE,REFUTED,controller_exact_finite_forest_certificate_no_formal_award,False,"For all finite forests F,H on the same vertex set with E(F) subset E(H), every natural r has Delta_r(H)<=Delta_r(F).","Finite ordinary forests F and H on the same vertex set, E(F) subset E(H), every natural rank r. No earlier-descent, ambient G1, connectivity, or target sign premise. This forest restriction differs from the existing all-simple-graph edge-addition claim.",[],[],15
E993-C3-CENTER-CORRELATED-TWO-CORE-IDENTITY,VERIFIED,independently_adjudicated_informal_proof_no_formal_award,False,"For all positive integers a,b,c,d,e,f, joining the centers of K(a,b,c) and K(d,e,f) gives an actual tree U with I(U)=P_(a,b,c)P_(d,e,f)-z^2(1+2z)^(a+b+c+d+e+f), where F_q=(1+2z)^q+z(1+z)^q and P_(a,b,c)=F_aF_bF_c+z(1+2z)^(a+b+c). Rooting at either center and adding the specified b-g-s-v handle with h natural bare g-leaves gives the exact wrapper identities H=(B+zC)(1+z)^h, A=H+zB, and T=(1+z)A+zH, with C the root-deleted residual polynomial.","Ordinary finite trees K(a,b,c) with three hub groups of positive arm counts; one center-center edge; either center root; every natural h; exact independence polynomials at all integer ranks by zero extension. No sign, recovery, G1, RTree, or universal-forest conclusion.",[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",1
E993-C3-GRAPH-ADDABLE-VERTEX-AVERAGE-IDENTITY,VERIFIED,independently_adjudicated_informal_proof_no_formal_award,False,"For every finite simple graph G and natural r, the sum over independent r-sets S of the number e(S) of addable vertices equals (r+1)i_(r+1)(G); when i_r>0, factor one is equivalent to the average e(S) being at most r.","All finite ordinary simple graphs and natural ranks, with exact ordinary independent-set counts; no G1 hypothesis is needed.",[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",1
