claim_id,status,registered_statement,registered_scope,evidence_grade
E993-R27-TWO-POTENTIAL-EDGE-SPLIT-RECURRENCES-ROOTED,VERIFIED,"Notation (travels): for a vertex subset S, deg_S(v) = |N(v) ∩ S|, N_S[v] = (N(v) ∪ {v}) ∩ S, I_k(S) the independent k-subsets of S, i_k(S) = |I_k(S)|, D_k(S) = Σ_{J∈I_k(S)} Σ_{v∈J} deg_S(v), c_v^S(k) = #{J ∈ I_k(S) : v ∈ J}; ℤ-valued families indexed by k ∈ ℕ; x·p the shift ((x·p)(0) = 0, (x·p)(k+1) = p(k)); product = convolution; potentials Z_S(k) = i_k(S); D_S(r)(k) = 2k·i_k(S) − D_k(S) − 2·c_r^S(k) (r ∈ S); E_S(r)(k) = Σ_{J∈I_k(S∖{r})} Σ_{v∈J} (2 − deg_S(v)) − i_k(S∖{r}) + i_k(S∖N_S[r]); D0_S(k) = 2k·i_k(S) − D_k(S). Let S, T be disjoint vertex subsets of a finite simple graph G whose only G-edge between them is r ~ s (r ∈ S, s ∈ T), U = S ∪ T, U ROOTED AT r. Then Z_U = Z_{S∖{r}}·Z_T + x·(Z_{S∖N_S[r]}·Z_{T∖{s}}); D_U(r) = D_S(r)·Z_{T∖{s}} + Z_{S∖{r}}·D_T(s) + x·(E_S(r)·Z_{T∖N_T[s]}) + x·(Z_{S∖N_S[r]}·E_T(s)) + 2x·(Z_{T∖N_T[s]}·(Z_{S∖{r}} − Z_{S∖N_S[r]})); E_U(r) = E_S(r)·Z_T + Z_{S∖{r}}·D_T(s) + x·(Z_{T∖N_T[s]}·(Z_{S∖{r}} − Z_{S∖N_S[r]})). The rooting at r is part of the statement (rooted at s the second and third identities fail in 214,828 of 215,754 labelled instances). Both Z-differences are coefficientwise ≥ 0, so if D_S(r), E_S(r), D_T(s), E_T(s) are coefficientwise nonnegative then every term is a shift of a convolution of nonnegative families and D_U(r), E_U(r) ≥ 0; base case D_{{r}}(r) = E_{{r}}(r) = 0.","Hypotheses consumed by the identities: finiteness; disjointness and separation (the single cross edge). ACYCLICITY IS NOT A HYPOTHESIS of the recurrences (841 arbitrary-graph joins, 0 failures) — it enters one step later, twice: every edge is a bridge (well-formed, strictly decreasing split for the induction over (tree, root) pairs) and it makes D, E nonnegative (off forests the potentials go negative: D_{C_3} = −2x, D_{K_4} = −6x). Canonical single form (abbreviation-free, rooting on its face); T1's abbreviated and C-U2-T's Ẑ presentations are the same identity and are not registered. Provenance that travels: the final forms were printed verbatim to seat T1 by control/C1-ALLOCATION.md item 1; T1's shipped §3 derivation does not reach them. Formalization conditions: x·p by cases on k, never p(k−1) over ℕ; 2 − deg_S(v) in ℤ; the Z-differences' nonnegativity is a theorem (S∖N_S[r] ⊆ S∖{r}). Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proved_informal
E993-R27-POTENTIAL-SEPARATED-UNION-CONVOLUTION,VERIFIED,"Notation (travels): for a vertex subset S, deg_S(v) = |N(v) ∩ S|, N_S[v] = (N(v) ∪ {v}) ∩ S, I_k(S) the independent k-subsets of S, i_k(S) = |I_k(S)|, D_k(S) = Σ_{J∈I_k(S)} Σ_{v∈J} deg_S(v), c_v^S(k) = #{J ∈ I_k(S) : v ∈ J}; ℤ-valued families indexed by k ∈ ℕ; x·p the shift ((x·p)(0) = 0, (x·p)(k+1) = p(k)); product = convolution; potentials Z_S(k) = i_k(S); D_S(r)(k) = 2k·i_k(S) − D_k(S) − 2·c_r^S(k) (r ∈ S); E_S(r)(k) = Σ_{J∈I_k(S∖{r})} Σ_{v∈J} (2 − deg_S(v)) − i_k(S∖{r}) + i_k(S∖N_S[r]); D0_S(k) = 2k·i_k(S) − D_k(S). Let A, B be disjoint vertex subsets of a finite simple graph with no G-edge between them. For every k: i_k(A ∪ B) = Σ_{a+b=k} i_a(A)·i_b(B); D_k(A ∪ B) = Σ_{a+b=k} [D_a(A)·i_b(B) + i_a(A)·D_b(B)]; D0_{A∪B} = D0_A·Z_B + Z_A·D0_B; Q_{A∪B} = Q_A·Z_B + Z_A·Q_B with Q_S = D_S(root_S), one root per piece. Consequence: (DL) on A and on B implies (DL) on A ∪ B (2a + 2b = 2k), and the root-corrected form carries identically — the tree case of (DL) is the whole problem; the multi-component step needs no generating function, no product-nonnegativity lemma.","Finiteness and separation only; NO acyclicity (5,625 arbitrary-graph pairs of order ≤ 4, 81,225 doubly-rooted instances, 0 failures). Refutes T2's Part 1 Step 3 diagnosis that the forest layer is a debt requiring T1's mechanism (the refutation is C-T2-U's and C-T2-F's). Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face. r28 Cycle 1 (2026-09-25): the consequence clause '(DL) on components ⇒ (DL) on the forest' is formally verified at the corrected hypothesis (every a ≤ k) in award C1-LA3 as E993-R28-FOREST-DEGREE-LEMMA-FROM-TREES; the Lean form is ambient-degree and Finset-relative with `bridge` covering adjacency-closed sets. The r28 SOLUTION-CONTRACT §2 stated the component hypothesis at a single k; that is a defect (R28-E-c; witness K_4 ⊔ K_4 at k = 2) — the hypothesis must hold at every a ≤ k. Status unchanged.",proved_informal
E993-R27-SINGLE-ROOT-SEPARATED-UNION-REDUCTION,VERIFIED,"Notation (travels): for a vertex subset S, deg_S(v) = |N(v) ∩ S|, N_S[v] = (N(v) ∪ {v}) ∩ S, I_k(S) the independent k-subsets of S, i_k(S) = |I_k(S)|, D_k(S) = Σ_{J∈I_k(S)} Σ_{v∈J} deg_S(v), c_v^S(k) = #{J ∈ I_k(S) : v ∈ J}; ℤ-valued families indexed by k ∈ ℕ; x·p the shift ((x·p)(0) = 0, (x·p)(k+1) = p(k)); product = convolution; potentials Z_S(k) = i_k(S); D_S(r)(k) = 2k·i_k(S) − D_k(S) − 2·c_r^S(k) (r ∈ S); E_S(r)(k) = Σ_{J∈I_k(S∖{r})} Σ_{v∈J} (2 − deg_S(v)) − i_k(S∖{r}) + i_k(S∖N_S[r]); D0_S(k) = 2k·i_k(S) − D_k(S). Let A, B be disjoint vertex subsets of a finite simple graph with no G-edge between them and a ∈ A. Then D_{A∪B}(a) = D_A(a)·Z_B + Z_A·D0_B, and for every b ∈ B, D0_B = D_B(b) + 2·c_b^B ≥ D_B(b) coefficientwise, hence D_{A∪B}(a) ≥ D_A(a)·Z_B + Z_A·D_B(b). The naive form D_{A∪B}(a) = D_A(a)·Z_B is FALSE (smallest witness A = B = K_1: left (0, 2, 2), right 0).","Finiteness and separation only; no acyclicity; the asymmetry is forced (the B side carries no root correction). D0_B IS the (DL) slack family of B: the reduction presupposes nothing about (DL) and proves nothing about it — it converts (DL)-on-components plus single-root nonnegativity into single-root nonnegativity on the union. Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proved_informal
E993-R27-TREE-LEAF-BRANCH-REFORMULATION-ORDER-GE-2,VERIFIED,"Let T be a finite tree with 2 ≤ n = |V(T)|, L = {v : deg v = 1}, Br = {v : deg v ≥ 3}. For every k, in ℤ: 2k·i_k(T) − D_k(T) = Σ_{l∈L} c_l(k) − Σ_{v∈Br} (deg v − 2)·c_v(k); hence (DL) at k ⟺ Σ_{v∈Br} (deg v − 2)·c_v(k) ≤ Σ_{l∈L} c_l(k); and the slot count, in ℤ: Σ_{v∈Br} (deg v − 2) = |L| − 2.","2 ≤ n is required for the identity and the slot count, and only for them (at n = 1: L = Br = ∅, slot count reads 0 = −2, identity at k = 1 reads 2 = 0); the biconditional's truth value is NOT falsified at n = 1 (both sides hold), so 2 ≤ n is justified by the identity, not by a counterexample to the equivalence. The general weight identity 2k·i_k − D_k = Σ_v (2 − deg v)·c_v(k) holds for every finite graph. Formalization: slot count in ℤ (over ℕ it is provable by truncation and the defect is invisible); deg v − 2 guarded by deg v ≥ 3 or cast to ℤ; n ≤ 1 discharged separately. A REFORMULATION, not a proof of (DL): the Hall/SDR sufficient condition (C-T2-U Step C) is OPEN with bounded-computation support only. §3.3: an inequality between aggregates over I_k. Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face. r28 Cycle 1 (2026-09-25): the Hall/SDR sufficient condition (r27 C-T2-U Step C) is REFUTED — the order-22 tree R(3,2)_3 = T22 (a root joined to three hubs, each hub carrying two pendant paths of three edges; 22 vertices, 21 edges; branch tree K_{1,3}) fails it at k = 12, t = 18 (E993-R28-DOMINANCE-REFUTATION); the reformulation itself is unaffected and holds on T22 at every k. The (PW) witness correction (R28-E-b): C-T2-U Step D's order-5 witness S(2,1,1) compares two leaves; the branch-vs-leaf pointwise form first fails at order 9, k = 5. Formal upgrade: the weight identity on any finite graph, the exact leaf/branch identity with the 2Σ_{deg 0} c_v term, and for trees with n ≥ 2 the identity, the biconditional and the slot count in ℤ are formally verified in award C1-LA2. F2's (k, t) = (1, 1) identity Σ_{Br}(deg − 2) = |L| + 2(|E| + Z − n) (Z isolated vertices) is the k = 1 instance of the in-scope weight identity (cross-reference E993-R27-DEGREE-LEMMA-K1-ACYCLICITY-CRITERION, whose criterion counts components). Status unchanged.",proved_informal
E993-R27-FIRSTDESCENT-Z-INDEX-COMPLETENESS,VERIFIED,"For finite X and G : SimpleGraph X, with Erdos993G1.coeff the ℤ-indexed zero extension of indepCount and delta G k = coeff G (k+1) − coeff G k: (1) delta G (−1) = i_0 = 1 > 0 and delta G k = 0 for every integer k ≤ −2, so 0 ≤ delta G k for every k < 0 — no strict descent at a negative index; (2) delta G α = −i_α < 0 and delta G k = 0 for every k > α (α the independence number), so a strict descent exists and the least one over ℤ lies in [0, α]; (3) firstDescent G = Nat.find (exists_delta_neg G) over ℕ is well-defined and equals the least strict descent over ℤ (existence, Nat.find_spec, Nat.find_min).","Finiteness only; NO acyclicity. Clause 3's ℕ-side triple is formally verified in the definition layer (U1's firstDescent_exists/spec/min; U3's exists_delta_neg/delta_firstDescent_neg/not_delta_neg_of_lt_firstDescent; carried in awards C1-LA3/C1-LA4). §3.8: about the sign of delta outside [0, α]; asserts nothing about maximizers; E993-FIRST-STRICT-DESCENT-IS-FIRST-MAXIMIZER (REFUTED) is not a premise and not reopened. x is the first STRICT descent; clause 2 makes that convention complete. Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proved_informal
E993-R27-CARRIER-BRIDGES-AND-AGREEMENT-LEMMAS,VERIFIED,"Six Lean declarations authored in-run by the U adjudicator on the scratch carrier, compiled sorry-free at the pinned toolchain with exactly the three permitted axioms: AdjU.indepFinsets_univ_filter_card (the k-filter of the scratch independent-set family at univ equals G.indepSetFinset k); AdjU.Z_univ_eq_indepCount (Z G univ k = Erdos993G1.indepCount G k); AdjU.degOn_univ_eq_degree (degOn G univ v = G.degree v); AdjU.indepFinsets_union_of_separated (membership in the family on A ∪ B ⟺ membership of J ∩ A, J ∩ B in the families on A, B and J ⊆ A ∪ B, for separated A, B); AdjUReconcile.indepDegreeSum_agree and AdjUReconcile.firstDescent_agree (U1's and U3's definitions agree by rfl — definitionally at the level of the definitions themselves: @indepDegreeSum = @Erdos993G1.indepDegreeSum and @firstDescent = @Erdos993G1.firstDescent by rfl).","NOT a governed award: compiled in scratch projects (U adjudicator; replayed by SR-JOIN), never through the kernel verifier with a receipt; recorded as compiled scratch identities, not as formally_verified awards. Conditions on the face: (a) Gate ruling 3 hygiene — the four AdjU declarations mention R27DegreeLemma.indepFinsets/degOn, whose names coincide with the unlicensed external slice; the renames indepFinsets → r27IndepFinsets (body re-expressed), mem_indepFinsets → mem_r27IndepFinsets, degOn → r27DegreeIn are mandatory before any award face carries them; no Stage 7 award of this run carried U2's file, so none did; (b) hd : Disjoint A B is declared and NOT consumed by indepFinsets_union_of_separated (SR-JOIN compiled the identical statement without it); a future formalization drops the binder; (c) indepFinsets_univ_filter_card is load-bearing and was missing from the synthesis's row; (d) [DecidableEq X] unused in degOn_univ_eq_degree; (e) the agreement lemmas are AdjUReconcile.*. The merged U1+U3 project builds with exactly U1's five expected sorry'd §2 targets, carried as statements of record only. §3.1: bridges and definitional agreements; not evidence for (DL)/(EX)/(LB)/(R5)/(XR). Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",compiled_scratch_sorry_free
E993-BIPARTITE-TAGGED-SHADOW-BOUND,VERIFIED,"For a finite bipartite simple graph H, a vertex subset W, integer a=alpha(H), and natural k with 1<=k<=a, let q_j count independent j-subsets of H meeting W. Then k*q_(k+1)<=2*(a-k)*q_k, in integers.","New proposed counting lemma. No leaf, acyclicity, selector, first descent, residual premise or aggregate. A size-restricted incidence count, not the refuted all-window pointwise addability claim. r29 Cycle 1 (2026-09-25): Registry statement at 1 ≤ k ≤ α(H). The inequality holds for every k ≥ 0 in ℤ and in truncated ℕ (SR-MECH SR-3). It is tight at every 1 ≤ k ≤ a (mK_2 with one tagged vertex; SR-MECH SR-4). Bipartiteness is load-bearing: K_1 ⊔ K_5 with the isolate tagged fails it at k = 1 (SR-MECH SR-9). hk : 1 ≤ k is statement scope (entry 41's body does not use it); hka : k ≤ α makes the ℤ cast exact (Nat.cast_sub).",formally_verified
E993-BIPARTITE-LEAF-HIGH-TAIL-POINTWISE,VERIFIED,"For a finite bipartite simple graph G, any original degree-one vertex v with support s, a=alpha(G), and integer p>=1 with 3*p>=2*a+1, put H=G-{v,s} and R=G-N_G[s]. Then Delta_(p-1)(H)-Delta_(p-1)(R)<=0, using integer zero-extended counts.","Proposed high-rank proper restriction of pointwise leaf sign. No residual or favorable-selector hypothesis. The refuted unrestricted all-window beta target stays refuted; its witnesses must be checked against this explicit rank condition. r29 Cycle 1 (2026-09-25): Every integer p ≥ 1. At p = 1 the guard forces N(s) = {v}, so H_v = R_v and the term deg(s) − 1 is 0 — bipartiteness is sufficient but not needed there (SR-MECH SR-1; erratum R29-E-d). α(G − {v, s}) = α(G) − 1 for every leaf of every finite graph (SR-MECH SR-2). The guard 3p ≥ 2α + 1 is sharp on trees at every α ≥ 2 (E993-R29-HIGH-TAIL-BOUNDARY-RECORD). Bipartiteness is load-bearing exactly for 3 ≤ p ≤ α(G) − 1 (which forces α ≥ 4): on ANY graph with a leaf the term is −q_{p−1} ≤ 0 whenever p ≥ α(G), which under the guard covers p = 1 and p = 2; the non-bipartite P_3 ⊔ 2K_3 at (α, p) = (4, 3) has term +3 (SR-MECH SR-9, repaired wording). The E993-BETA-TARGET witnesses fail the guard. No selector, residual or connectivity hypothesis.",formally_verified
E993-INTERIOR-ELIGIBILITY-ALPHA-GE-SEVEN,VERIFIED,"For every finite ordinary tree T with p=alpha(T)-2 as an integer and x(T)+2<=p, where x is first strict negative forward difference, alpha(T)>=7.","Proposed guard lemma for the registered first-interior aggregate only. Does not assert an aggregate sign, no-recovery or unimodality. r29 Cycle 1 (2026-09-25): Guard lemma only. The ℕ hypothesis crossingIndex + 2 ≤ indepNum − 2 is equivalent to the integer hypothesis for every α (both false for α < 2). Proof: Codex's entry 43 (eligibleAlphaGeSeven, with its Guard helpers) carried byte-identically under a new terminal name; acyclicity enters all three Δ₂ branches (entry 34), connectivity through card_edgeFinset. The first-interior award E993-INTERIOR-ALPHA-MINUS-TWO-AGGREGATE is unchanged.",formally_verified
E993-R28-DOMINANCE-REFUTATION,REFUTED,"The leaf/slot dominance condition (HS) — for every finite tree T, every k and every t ≥ 1, Σ_{v∈Br : c_v(k) ≥ t}(deg v − 2) ≤ #{ℓ ∈ L : c_ℓ(k) ≥ t} (equivalently, by Hall, an injection from the deg−2 branch slots to leaves with c_ℓ(k) ≥ c_v(k)) — is FALSE. Witness: the order-22 tree R(3,2)_3 = T22 (a root joined to three hubs, each hub carrying two pendant paths of three edges; 22 vertices, 21 edges; branch tree K_{1,3}). At k = 12: i_12 = 19, c_root = 18, c_hub = 0, every leaf c = 17; at t = 18 there is 1 slot and 0 leaves, so the threshold form fails and the largest slot→leaf matching covers 3 of 4 slots. It also fails at k = 11 (t = 137..141; c_root = 141, leaves 136) and at no other k. (DL) holds on T22 at every k. Infinite family R(d,m) (d ≥ 3 hubs, m ≥ 2 legs of three edges; merged by the F adjudicator with C-F1-U's T(d,r) into U(d,m,r), legs of 2r+1 edges): fails at k = α − 1 with the root beating every leaf and shortfall d − 2 → ∞. Minimality: no tree of order ≤ 21 fails (exhaustive, two reconciled instruments; 2,144,505 trees at order 21); T22 is the UNIQUE failing tree among the 5,623,756 trees of order 22 (one instrument).","Grades clause by clause: the witness REFUTED (exact finite counts; C-F1-T and C-F1-U independently; T/F/U adjudicators and the controller replayed; SR-HS-REF confirmed by 2^22 brute force, a rerooting DP and a deletion recursion); the family R(d,m) proved_informal (SR-HS-REF HR-2; both parameter bounds necessary); minimum order 22 bounded_computation (two instruments to order 21); uniqueness at 22 bounded_computation (one instrument). Fallen with it (NOT open conjectures): every sufficient condition the cycle proposed — the local-first residual matching / R-SDR, the rooted export conjecture, the rooted-subtree rule, residual-Hall, '(HS) for connected |E| ≤ n graphs', the fractional matching and the matching into leaves ∪ degree-2 vertices — each fails on T22, where c_root is the STRICT maximum of c_v over all 22 vertices at both failing k. What survives: (HS) on trees whose branch tree has maximum degree ≤ 2 (E993-R28-LEAF-SLOT-DOMINANCE-BRANCH-TREE-MAX-DEGREE-LE-2), sharp for every bound D ≥ 3 (R(D,2) fails). The SDR route to a second proof of (DL) on all forests is CLOSED as stated. Attribution: C-F1-T and C-F1-U (discovery, isolated from each other; F1 credited for the pointer — its five tight instances at orders 19–20 are T22 with one leg shortened); the T, F, U adjudicators (replays); SR-HS-REF; controller prior control/controller-prerun/r22_check.py. Fence §3.1: a statement about independent-set counts on finite trees/graphs; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE, E993-G1WIDE-NO-SIZE-CAP, NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the aggregate at any rank, E993-INTERIOR-ALPHA-MINUS-TWO-AGGREGATE or Erdős #993. §3.2 (DL) stays formally verified by r27's injection and is never re-registered. §3.3 (PW) stays refuted and is never a premise. §3.4 a census horizon is bounded_computation, never a grade. §3.5 no sealed record edited.",explicit_exact_finite_counterexample
E993-R28-TREE-LEAF-SLOT-DOMINANCE,REFUTED,"(HS) For every finite tree T, every k and every t ≥ 1: Σ_{v∈Br : c_v(k) ≥ t}(deg v − 2) ≤ #{ℓ ∈ L : c_ℓ(k) ≥ t}; equivalently (HS-SDR) an injection from the branch slots to the leaves with c_ℓ(k) ≥ c_v(k). The r28 Tier 1 target.","REFUTED as a universal statement (witness T22, k = 12, t = 18 — see E993-R28-DOMINANCE-REFUTATION). The Lean target tree_leaf_slot_dominance of SOLUTION-CONTRACT §2 is WITHDRAWN; U2's slot_leaf_sdr_exists is a false statement and is never proved or carried. TRUE on the subclass of trees whose branch tree has maximum degree ≤ 2 (E993-R28-LEAF-SLOT-DOMINANCE-BRANCH-TREE-MAX-DEGREE-LE-2), sharp. Not to be confused with the true pendant-path leaf dominance lemma (E993-R28-PENDANT-PATH-LEAF-DOMINANCE). Fence §3.1: a statement about independent-set counts on finite trees/graphs; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE, E993-G1WIDE-NO-SIZE-CAP, NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the aggregate at any rank, E993-INTERIOR-ALPHA-MINUS-TWO-AGGREGATE or Erdős #993. §3.2 (DL) stays formally verified by r27's injection and is never re-registered. §3.3 (PW) stays refuted and is never a premise. §3.4 a census horizon is bounded_computation, never a grade. §3.5 no sealed record edited.",explicit_exact_finite_counterexample
E993-R28-DOMINANCE-CENSUS,VERIFIED,"Census record for (HS): the threshold form and the matching form hold on every free tree of order ≤ 21 (exhaustive; A000055 matched at every order; two reconciled instruments at order 21: C-F1-T's own and F1's as run by C-F1-U; F1 to order 20 on its own instrument with 1,346,023 classes; SR-HS-REF's centroid enumerator to order 22), and fail at order 22 on exactly one tree (T22; one instrument, SR-HS-REF). Tight instances of the threshold form (slack 0 at some t ≥ 1) first appear at orders 19–20 (five, all a single-slot-vs-single-leaf tie at the top threshold — T22 with one leg shortened); none at t = min c_v through order 20. On the residue class (a branch vertex with ≥ 3 branch-tree neighbours; counts 1, 4, 19, 77, 287, 1,002, 3,365, 10,853, 34,088 at orders 10–18) (HS) holds through order 21.","bounded_computation only; never a grade for any universal statement. Adversarial families to n = 4,800 and random Prüfer trees to order ~80 (F1) found no failure — consistent, since every failure found is of the multi-hub type at order ≥ 22. The controller's order-18 instrument is a prior. Fence §3.1: a statement about independent-set counts on finite trees/graphs; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE, E993-G1WIDE-NO-SIZE-CAP, NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the aggregate at any rank, E993-INTERIOR-ALPHA-MINUS-TWO-AGGREGATE or Erdős #993. §3.2 (DL) stays formally verified by r27's injection and is never re-registered. §3.3 (PW) stays refuted and is never a premise. §3.4 a census horizon is bounded_computation, never a grade. §3.5 no sealed record edited.",bounded_computation
E993-R28-PENDANT-PATH-LEAF-DOMINANCE,VERIFIED,"For any finite simple graph G, any pendant path u_0 – u_1 – … – u_m = ℓ (ℓ a leaf, deg ℓ = 1; u_1..u_{m−1} of degree 2; u_0 arbitrary) and every k: c_{u_i}(k) ≤ c_ℓ(k) for every i = 0..m, where c_v(k) = #{J ∈ I_k(G) : v ∈ J}. Proof: for interior i, G − N[u_i] is isomorphic to (G − N[ℓ]) − u_{i−1}, an induced subgraph of G − N[ℓ] (shift the tail beyond u_{i+1} two steps toward u_0, leaving u_{i−1} empty), so c_{u_i}(k) = i_{k−1}(G − N[u_i]) ≤ i_{k−1}(G − N[ℓ]) = c_ℓ(k); for i = 0 the shifted tail may use u_0, whose other neighbours are absent from G − N[u_0]; equivalently the exact difference formula c_ℓ − c_u = P_{d−2}·(Z(Q) − Z(Q − N_Q(u))) ≥ 0.","Graph-general (no tree hypothesis; finiteness only). The case i = m − 1 (leaf ≥ support) is clause (i) of the VERIFIED E993-PAIR-R-LE-G-POINTWISE in another index convention; this key extends it strictly along the whole pendant path including the anchor u_0. Excluded: stepwise monotonicity along the path (REFUTED — S(3,1,1), k = 3: c_1 = 3 > c_2 = 1); the pointwise branch-vs-leaf form (PW) (REFUTED, smallest witness order 9, k = 5). Six independent critic derivations are ONE proof (SR-PP PP-1). Lean: Erdos993G1.pendant_path_leaf_dominance (award C1-LA4, runs/lean-2026-09-25-c1-la4-pendant-path-leaf-dominance). Fence §3.1: a statement about independent-set counts on finite trees/graphs; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE, E993-G1WIDE-NO-SIZE-CAP, NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the aggregate at any rank, E993-INTERIOR-ALPHA-MINUS-TWO-AGGREGATE or Erdős #993. §3.2 (DL) stays formally verified by r27's injection and is never re-registered. §3.3 (PW) stays refuted and is never a premise. §3.4 a census horizon is bounded_computation, never a grade. §3.5 no sealed record edited.",formally_verified
E993-R28-BRANCH-TREE-SURPLUS-IDENTITY,VERIFIED,"For a finite tree and a branch vertex v (deg v ≥ 3) let b(v) be the number of branch vertices reachable from v without passing another branch vertex (its branch-tree degree) and own(v) the leaves reachable from v without passing another branch vertex (its own pendant leaves). Then |own(v)| = deg v − b(v), so |own(v)| − (deg v − 2) = 2 − b(v); summing over a nonempty Br, Σ_{v∈Br}(|own(v)| − (deg v − 2)) = 2. Hence the own-leaves assignment (each branch vertex served by its own pendant leaves) covers every slot iff no branch vertex has b(v) ≥ 3; the smallest tree with a branch vertex of b(v) ≥ 3 is the order-10 'starved hub' (a hub joined to three branch vertices each with two leaves; α = 7), unique at its order.","Trees only (the pendant-direction count uses acyclicity). Absorbs the order-10 local-failure record (existence T1; construction T2; minimality and uniqueness critic-attributed, C-T2-F/C-T2-U/C-T1-F; SR-PP proved). Fence §3.1: a statement about independent-set counts on finite trees/graphs; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE, E993-G1WIDE-NO-SIZE-CAP, NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the aggregate at any rank, E993-INTERIOR-ALPHA-MINUS-TWO-AGGREGATE or Erdős #993. §3.2 (DL) stays formally verified by r27's injection and is never re-registered. §3.3 (PW) stays refuted and is never a premise. §3.4 a census horizon is bounded_computation, never a grade. §3.5 no sealed record edited.",proved_informal
